Form Id,Form Name,Question Id,Question Name,Question Type,Question Active Status,ID,Choice Text,Choice Active Status,Hindi,Gujarthi,
60,Lactating Mothers,559,Highest class husband passed,S,2,1319,Class 1,2,Class 1 - कक्षा 1,Class 1 - વર્ગ 1,
60,Lactating Mothers,559,Highest class husband passed,S,2,1320,Class 2,2,Class 2 - कक्षा 2,Class 2 - વર્ગ 2,
60,Lactating Mothers,559,Highest class husband passed,S,2,1321,Class 4,2,Class 4 - कक्षा 4,Class 4 - વર્ગ 4,
60,Lactating Mothers,559,Highest class husband passed,S,2,1322,Class 5,2,Class 5 - कक्षा 5,Class 5 - વર્ગ 4,
60,Lactating Mothers,559,Highest class husband passed,S,2,1323,Class 6,2,Class 6 - कक्षा 6,Class 6 - વર્ગ 6,
60,Lactating Mothers,559,Highest class husband passed,S,2,1324,Class 7,2,Class 7 - कक्षा 7,Class 7 - વર્ગ 7,
60,Lactating Mothers,559,Highest class husband passed,S,2,1325,Class 8,2,Class 8 - कक्षा 8,Class 8 - વર્ગ 8,
60,Lactating Mothers,559,Highest class husband passed,S,2,1326,Class 9,2,Class 9 - कक्षा 9,Class 9 - વર્ગ 9,
60,Lactating Mothers,559,Highest class husband passed,S,2,1327,Class 10,2,Class 10 - कक्षा 10,Class 10 - વર્ગ 10,
60,Lactating Mothers,559,Highest class husband passed,S,2,1328,Class 11,2,Class 11 - कक्षा 11,Class 11 - વર્ગ 11,
60,Lactating Mothers,559,Highest class husband passed,S,2,1329,Class 12,2,Class 12 - कक्षा 12,Class 12 - વર્ગ 12,
60,Lactating Mothers,559,Highest class husband passed,S,2,1330,Graduate,2,Graduate - स्नातक,Graduate - સ્નાતક,
60,Lactating Mothers,559,Highest class husband passed,S,2,1331,Post Graduate,2,Post Graduate - स्नातकोत्तर,Post Graduate - સ્નાતક,
60,Lactating Mothers,559,Highest class husband passed,S,2,1332,Technical / Professional Education,2,Technical / Professional Education - तकनीकी/व्यावसायिक शिक्षा,Technical/Professional Education - ટેકનિકલ / વ્યાવસાયિક શિક્ષણ,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1334,Unemployed,2,Unemployed - बेरोज़गार,Unemployed - બેરોજગાર,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1335,Agricultural labour,2,Agricultural labour -खेतिहर मज़दूर,Agricultural labour - ખેત મજૂર,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1336,Casual labour and other labour work,2,Casual labour and other labour work -आकस्मिक मज़दूरी एवं अन्य मज़दूरी कार्य,Casual labour and other labour work - છૂટક મજૂરી કે અન્ય મજૂરી નું કામ,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1337,Agriculture/ dairy/ fishery and other allied work,2,"Agriculture/ dairy/ fishery and other allied work - कृषि, डेयरी, मछली-पालन एवं अन्य संबंधित कामकाज","Agriculture/ dairy/ fishery and other allied work - કૃષિ, ડેરી, માછીમારી અને તેને લાગતાં અન્ય કામ ",
60,Lactating Mothers,560,Occupation of the Husband,S,2,1338,Self employed/ business/ vending/ trading,2,Self employed/ business/ vending/ trading - स्वरोज़गार/व्यापार/विक्रेता/ट्रेडिंग,Self employed/ business/ vending/ trading - સ્વ રોજગારી/ વ્યવસાય / વેયાળ કરનાર / ટ્રેડીંગ,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1339,Salaried Government/ Private,2,Salaried Government/ Private -वेतनभोगी (शासकीय/निजी),Salaried Government/ Private - નોકરિયાત (સરકારી / ખાનગી),
60,Lactating Mothers,560,Occupation of the Husband,S,2,1340,Artisan,2,Artisan -  कारीगरी,Artisan - કારીગર,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1341,Domestic work,2,Domestic work - घरेलू कार्य,Domestic Work - ઘરેલું કામ,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1342,Others,2,Others - अन्य,Others - અન્ય,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1343,Illiterate,2,Illiterate - निरक्षर,Illiterate - અભણ,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1344,Class 1,2,Class 1 - कक्षा 1,Class 1 - વર્ગ 1,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1345,Class 2,2,Class 2 - कक्षा 2,Class 2 - વર્ગ 2,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1346,Class 3,2,Class 3 - कक्षा 3,Class 3 - વર્ગ 3,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1347,Class 4,2,Class 4 - कक्षा 4,Class 4 - વર્ગ 4,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1348,Class 5,2,Class 5 - कक्षा 5,Class 5 - વર્ગ 5,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1349,Class 6,2,Class 6 - कक्षा 6,Class 6 - વર્ગ 6,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1350,Class 7,2,Class 7 - कक्षा 7,Class 7 - વર્ગ 7,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1351,Class 8,2,Class 8 -  कक्षा 8,Class 8 - વર્ગ 8,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1352,Class 9,2,Class 9 - कक्षा 9,Class 9 - વર્ગ 9,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1353,Class 10,2,Class 10 - कक्षा 10,Class 10 - વર્ગ 10,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1354,Class 11,2,Class 11 - कक्षा 11,Class 11 - વર્ગ 11,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1355,Class 12,2,Class 12 - कक्षा 12,Class 12 - વર્ગ 12,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1356,Graduate,2,Graduate - स्नातक,Graduate - સ્નાતક,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1357,Post Graduate,2,Post Graduate - स्नातकोत्तर,Post Graduate - અનુસ્નાતક,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1358,Technical/Professional Education,2,Technical/Professional Education - तकनीकी/व्यावसायिक शिक्षा,Technical/Professional Education - ટેકનિકલ / વ્યાવસાયિક શિક્ષણ,
60,Lactating Mothers,562,Residential Status,S,2,1359,From this village only and stays in the village,2,From this village only and stays in the village - इस गांव से केवल गांव में रहता है,From this village only and stays in the village - ગામનાજ અને ગામમાંજ રહે છે,
60,Lactating Mothers,562,Residential Status,S,2,1360,From other village and shifted this location,2,From other village and shifted this location - दूसरे गांव के हैं और यहाँ रहने आये हैं,From other village and shifted this location - ગામની બહારના અને અહીં આવીને રહે છે,
60,Lactating Mothers,562,Residential Status,S,2,1361,Migrated out of the village to another place,2,Migrated out of the village to another place - गांव से दूसरे स्थान पर पहुंचे,Migrated out of the village to another place - ગામની બહાર બીજા જગ્યાએ સ્થળાંતર કર્યું છે,
60,Lactating Mothers,562,Residential Status,S,2,1362,Migrated permanently out of the village to another place,2,Migrated permanently out of the village to another place - गांव से बाहर अन्य स्थान पर स्थायी रूप से प्रवासित हुए हैं,Migrated permanently out of the village to another place - ગામની બહાર બીજા જગ્યાએ કામની રીતે સ્થળાંતર કર્યું છે,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1364,January,2,January -  जनवरी,January - જાન્યુઆરી,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1365,February,2,February - फ़रवरी,February - ફેબ્રુઆરી,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1366,March,2,March - मार्च,March - માર્ચ,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1367,April,2,April - अप्रैल,April - એપ્રિલ,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1368,May,2,May - मई,May - મે,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1369,June,2,June - जून,June - જૂને,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1370,July,2,July - जुलाई,July - જુલાઈ,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1371,August,2,August - अगस्त,August - ઓગસ્ટ,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1372,September,2,September - सितम्बर,September - સપ્ટેમ્બર,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1373,October,2,October - अक्टूबर,October - ઓક્ટોબર,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1374,November,2,November - नवम्बर,November - નવેમ્બર,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1375,December,2,December - दिसम्बर,December - ડિસેમ્બર,
60,Lactating Mothers,567,Received post natal care within 24 hours,S,2,1381,Yes,2,Yes - हाँ,Yes - હા,
60,Lactating Mothers,567,Received post natal care within 24 hours,S,2,1382,No,2,No - नहीं,No - ના,
60,Lactating Mothers,568,Colostrum feeding,S,2,1383,No,2,No - नहीं,No - ના,
60,Lactating Mothers,568,Colostrum feeding,S,2,1384,Yes,2,Yes - हाँ,Yes - હા,
60,Lactating Mothers,568,Colostrum feeding,S,2,1385,Not Applicable,2,Not Applicable - लागू नहीं,Not applicable - લાગુ નથી,
60,Lactating Mothers,569,2nd visit by ANM/ AWW/ASHA,S,2,1386,No,2,No -  नहीं,No - ના,
60,Lactating Mothers,569,2nd visit by ANM/ AWW/ASHA,S,2,1387,Yes,2,Yes - हाँ,Yes - હા,
60,Lactating Mothers,569,2nd visit by ANM/ AWW/ASHA,S,2,1388,Not Applicable,2,Not Applicable - लागू नहीं,Not applicable - લાગુ નથી,
60,Lactating Mothers,570,3rd visit by ANM/ AWW/ASHA,S,2,1389,No,2,No -  नहीं,No - ના,
60,Lactating Mothers,570,3rd visit by ANM/ AWW/ASHA,S,2,1390,Yes,2,Yes - हाँ,Yes - હા,
60,Lactating Mothers,570,3rd visit by ANM/ AWW/ASHA,S,2,1391,Not Applicable,2,Not Applicable - लागू नहीं,Not applicable - લાગુ નથી,
60,Lactating Mothers,571,4th visit by ANM/ AWW/ASHA,S,2,1392,No,2,No - नहीं,No - ના,
60,Lactating Mothers,571,4th visit by ANM/ AWW/ASHA,S,2,1393,Yes,2,Yes - हाँ,Yes - હા,
60,Lactating Mothers,571,4th visit by ANM/ AWW/ASHA,S,2,1394,Not Applicable,2,Not Applicable - लागू नहीं,Not applicable - લાગુ નથી,
60,Lactating Mothers,572,Received complete post natal care and advice,S,2,1395,Yes,2,Yes - हाँ,Yes - હા,
60,Lactating Mothers,572,Received complete post natal care and advice,S,2,1396,No,2,No - नहीं,No - ના,
60,Lactating Mothers,573,Additional visit - 14th Day,S,2,1397,Yes,2,Yes - हाँ,Yes - હા,
60,Lactating Mothers,573,Additional visit - 14th Day,S,2,1398,No,2,No - नहीं,No  - ના,
60,Lactating Mothers,573,Additional visit - 14th Day,S,2,1399,Not Applicable,2,Not Applicable - लागू नहीं,Not applicable - લાગુ નથી,
60,Lactating Mothers,574,Additional visit - 21st Day,S,2,1400,No,2,No - नहीं,No - ના,
60,Lactating Mothers,574,Additional visit - 21st Day,S,2,1401,Yes,2,Yes - हाँ,Yes - હા,
60,Lactating Mothers,574,Additional visit - 21st Day,S,2,1402,Not Applicable,2,Not Applicable - लागू नहीं,Not applicable - લાગુ નથી,
60,Lactating Mothers,575,Additional visit - 28th Day,S,2,1403,No,2,No - नहीं,No - ના,
60,Lactating Mothers,575,Additional visit - 28th Day,S,2,1404,Yes,2,Yes - हाँ,Yes - હા,
60,Lactating Mothers,575,Additional visit - 28th Day,S,2,1405,Not Applicable,2,Not Applicable - लागू नहीं,Not applicable - લાગુ નથી,
60,Lactating Mothers,576,Supplementary nutrition - Post Natal: 1- 3 months,S,2,1406,"No, did not received at all ",2,"No, did not received at all - नहीं, बिल्कुल नहीं मिला ","No, did not received at all  - ના, નથી પ્રાપ્ત થયું ",
60,Lactating Mothers,576,Supplementary nutrition - Post Natal: 1- 3 months,S,2,1407,"Yes, but irregular",2,"Yes, but irregular - मिला, लेकिन अनियमित ","Yes, but irregular - હા, પરંતુ અનિયમિત ",
60,Lactating Mothers,576,Supplementary nutrition - Post Natal: 1- 3 months,S,2,1408,"Yes, regular",2,"Yes, regular - हाँ, नियमित","Yes, regular - હા અને નિયમિત ",
60,Lactating Mothers,577,Exclusive Breast Feeding: 0 - 3 months,S,2,1409,Yes,2,Yes - हाँ,Yes - હા,
60,Lactating Mothers,577,Exclusive Breast Feeding: 0 - 3 months,S,2,1410,No,2,No - नहीं,No - ના,
60,Lactating Mothers,578,Supplementary nutrition - Post Natal: 4 - 6 months,S,2,1411,"No, did not received at all",2,"No, did not received at all - नहीं, बिल्कुल नहीं मिला","No, did not received at all - ના, નથી પ્રાપ્ત થયું ",
60,Lactating Mothers,578,Supplementary nutrition - Post Natal: 4 - 6 months,S,2,1412,"Yes, but irregular",2,"Yes, but irregular - मिला, लेकिन अनियमित ","Yes, but irregular - હા, પરંતુ અનિયમિત ",
60,Lactating Mothers,578,Supplementary nutrition - Post Natal: 4 - 6 months,S,2,1413,"Yes, regular",2,"Yes, regular - हाँ, नियमित","Yes, regular - હા અને નિયમિત ",
60,Lactating Mothers,579,Exclusive Breast Feeding: 4 - 6 months,S,2,1414,Yes,2,Yes - हाँ,Yes - હા,
60,Lactating Mothers,579,Exclusive Breast Feeding: 4 - 6 months,S,2,1415,No,2,No -  नहीं,No - ના,
60,Lactating Mothers,580,Complementary feeding,S,2,1417,0,2,0,0 - જાન્યુઆરી,
60,Lactating Mothers,580,Complementary feeding,S,2,1418,1,2,1,1 - ફેબ્રુઆરી,
60,Lactating Mothers,580,Complementary feeding,S,2,1419,2,2,2,2 - માર્ચ,
60,Lactating Mothers,580,Complementary feeding,S,2,1420,3,2,3,3 - એપ્રિલ,
60,Lactating Mothers,580,Complementary feeding,S,2,1421,4,2,4,4 - મે,
60,Lactating Mothers,580,Complementary feeding,S,2,1422,5,2,5,5 - જૂને,
60,Lactating Mothers,580,Complementary feeding,S,2,1423,6,2,6,6 - જુલાઈ,
60,Lactating Mothers,580,Complementary feeding,S,2,1424,7,2,7,7 - ઓગસ્ટ,
60,Lactating Mothers,580,Complementary feeding,S,2,1425,8,2,8,8 - સપ્ટેમ્બર,
60,Lactating Mothers,580,Complementary feeding,S,2,1426,9,2,9,9 - ઓક્ટોબર,
60,Lactating Mothers,580,Complementary feeding,S,2,1427,10,2,10,10 - નવેમ્બર,
60,Lactating Mothers,580,Complementary feeding,S,2,1428,11,2,11,11 - ડિસેમ્બર,
60,Lactating Mothers,581,Enrolled in AWC,S,2,1429,Yes,2,Yes - हाँ,Yes - હા,
60,Lactating Mothers,581,Enrolled in AWC,S,2,1430,No,2,No - नहीं,No - ના,
60,Lactating Mothers,582,Anganwaadi Centre Name,T,2,1431,NULL,2,,,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,1432,February,2,February - फ़रवरी,February - ફેબ્રુઆરી,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,1433,March,2,March - मार्च,March - માર્ચ,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,1434,April,2,April - अप्रैल,April - એપ્રિલ,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,1435,May,2,May - मई,May - મે,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,1436,June,2,June - जून,June - જૂને,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,1437,July,2,July - जुलाई,July - જુલાઈ,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,1438,August,2,August - अगस्त,August - ઓગસ્ટ,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,1439,September,2,September - सितम्बर,September - સપ્ટેમ્બર,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,1440,October,2,October - अक्टूबर,October - ઓક્ટોબર,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,1441,November,2,November - नवम्बर,November - નવેમ્બર,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,1442,December,2,December - दिसम्बर,December - ડિસેમ્બર,
3,Anganwadi Centre Information,596,Boys referred to referal,T,2,1462,NULL,2,,,
3,Anganwadi Centre Information,597,Girls referred to referal,T,2,1463,NULL,2,,,
48,Labour and Migration,599,Place of Migration,S,2,1465,Neighbouring Village,2,Neighbouring Village - पड़ोसी गांव,Neighbouring Village-પડોશી ગામ,
48,Labour and Migration,599,Place of Migration,S,2,1466,Another Village in the district,2,Another Village in the district -  जिले में एक और गांव,Another Village in the district-જિલ્લાના અન્ય ગામ,
48,Labour and Migration,599,Place of Migration,S,2,1467,Another District in the state,2,Another District in the state -  राज्य में एक और जिला,Another District in the state-રાજ્યના અન્ય જિલ્લા,
48,Labour and Migration,599,Place of Migration,S,2,1468,Neighbouring State,2,Neighbouring State -  पड़ोसी राज्य,Neighbouring State-પડોશી રાજ્ય,
48,Labour and Migration,599,Place of Migration,S,2,1469,Distant States,2,Distant States - दूरदराज के राज्य,Distant States-દૂરના રાજ્યો,
48,Labour and Migration,599,Place of Migration,S,2,1470,Dont Know,2,Don't know - नहीं जानते,Don't know - ખબર નથી,
48,Labour and Migration,600,Sector of work,S,2,1471,Agriculture,2,Agriculture - कृषि,Agriculture-કૃષિ,
48,Labour and Migration,600,Sector of work,S,2,1472,Domestic Work,2,Domestic Work - घरेलू कार्य,Domestic Work-ઘરેલું કામ,
48,Labour and Migration,600,Sector of work,S,2,1473,Beedi Rolling,2,Beedi Rolling - बीड़ी बनाना,Beedi Rolling-બીડી રોલિંગ,
48,Labour and Migration,600,Sector of work,S,2,1474,Brick Kilns,2,Brick Kilns - ईंट का भट्टा,Brick Kilns-ઈટ ભઠ્ઠીઓ,
48,Labour and Migration,600,Sector of work,S,2,1475,Carpet Weaving,2,Carpet Weaving - दरी बुनना,Carpet Weaving-દરી બનાવવી,
48,Labour and Migration,600,Sector of work,S,2,1476,Construction,2,Construction - निर्माण,Construction-બાંધકામ,
48,Labour and Migration,600,Sector of work,S,2,1477,Fireworks and matches factorires,2,"Fireworks and matches factorires -  पटाखों, और माचिस उत्पादन के कारखाने",Fireworks and matches factorires-ફટાકડા અને માચીસ બનાવવાના કારખાના,
48,Labour and Migration,600,Sector of work,S,2,1478,Hotels or restaurants,2,Hotels or restaurants -  होटल/रेस्तरां,Hotels or restaurants-હોટેલ્સ અથવા રેસ્ટોરાં,
48,Labour and Migration,600,Sector of work,S,2,1479,Mining or Quarries,2,Mining or Quarries - खदान/खुली खदान,"Mining or Quarries-ખાણ, ખુલ્લી ખાણ",
48,Labour and Migration,600,Sector of work,S,2,1480,Diamond and gems industry,2,Diamond and gems industry -  हीरे मोती का उद्योग,Diamond and gems industry-હીરા અને રત્ન ઉદ્યોગ,
48,Labour and Migration,600,Sector of work,S,2,1481,Grazing,2,Grazing - चरागाह,Grazing-પશુ ચરાવવાની જગ્યા,
48,Labour and Migration,600,Sector of work,S,2,1482,Zari work,2,Zari work - ज़री की कारीगरी,Zari work-ઝારી કામ,
48,Labour and Migration,600,Sector of work,S,2,1483,Piece meal work,2,Piece meal work - छुटफुट कार्य,Piece meal work-છૂટક કામ,
48,Labour and Migration,600,Sector of work,S,2,1484,Flower picking,2,Flower picking - फूल बीनना,Flower picking-ફૂલ વીણવા,
48,Labour and Migration,600,Sector of work,S,2,1485,Street Vending,2,Street Vending - गलियों में बेचना,Street Vending - ગલીઓમાં ફરીને વેચવાવાળો(ફેરિયો),
48,Labour and Migration,600,Sector of work,S,2,1486,Garage Work,2,Garage Work - गैरेज में काम,Garage Work - ગેરેજનું કામ,
48,Labour and Migration,600,Sector of work,S,2,1487,Pollination,2,Pollination - पराग का छिड़काव,Pollination-પરાગ રજ,
48,Labour and Migration,600,Sector of work,S,2,1488,"Industry, other than given above",2,"Industry, other than given above -  उपर्युक्त के अतिरिक्त उद्यम","Industry, other than given above - ઉપર સિવાયના ઉદ્યોગ",
48,Labour and Migration,600,Sector of work,S,2,1489,Paper milk distribution,2,Paper milk distribution -  लकड़ी छोड़कर अन्य वनोपज का कलेक्शन,Paper and milk distribution - પેપર અને દૂધ વિતરણ,
48,Labour and Migration,600,Sector of work,S,2,1490,NFTP Collection,2,NFTP Collection - लकड़ी छोड़कर अन्य वनोपज का कलेक्शन,NTFP Collection - એનટીએફપી ઉઘરાવવું,
48,Labour and Migration,600,Sector of work,S,2,1491,Fishing,2,Fishing - मछली पकड़ना,Fishing - માછીમારી,
48,Labour and Migration,600,Sector of work,S,2,1492,Rag picking,2,Rag picking - कचरा बीनना,Rag Picking - કચરો વીણવો,
48,Labour and Migration,600,Sector of work,S,2,1493,Begging,2,Begging - भीख माँगना,Begging - ભીખ માગવી,
48,Labour and Migration,600,Sector of work,S,2,1494,Others,2,Others - अन्य,Others - અન્ય,
48,Labour and Migration,600,Sector of work,S,2,1495,Dont Know,2,Don't know - नहीं जानते,Don't know - ખબર નથી,
48,Labour and Migration,601,If others specify,T,2,1497,NULL,2,,NULL,
2,School Level Information,602,Total Other Boys (Religion),T,2,1498,NULL,2,,NULL,
2,School Level Information,603,Total Other Girls (Religion),T,2,1499,NULL,2,,NULL,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,1500,Not applicable,2,Not applicable - लागू नहीं,Not applicable - લાગુ નથી,
55,House Hold Information,411,Do you have homestead land,S,2,1501,No,2,No - नहीं,No  - ના,
55,House Hold Information,420,Amount Received (MGNREGA),R,2,1502,Didn't Received any Money,2,Didn't Received any Money - पूरी धनराशि प्राप्त की,Didn't Received any Money-કોઈ પૈસા મળ્યા નથી,
55,House Hold Information,420,Amount Received (MGNREGA),R,2,1503,Received less money against due,2,"Received less money against due - जितना बनता था, उससे कम पूरी धनराशि प्राप्त की",Received less money against due - જે રકમ લેવાની હતી તેનાથી ઓછી રકમ મળી,
55,House Hold Information,420,Amount Received (MGNREGA),R,2,1504,Not applicable,2,Not applicable - लागू नहीं,Not applicable - લાગુ નથી,
37,Child Annual Information,172,Weight of child communicated to the mother after delivery,R,2,1505,Yes,2,Yes - हाँ,Yes - હા,
37,Child Annual Information,172,Weight of child communicated to the mother after delivery,R,2,1506,Not applicable,2,Not applicable - लागू नहीं,Not applicable - લાગુ નથી,
37,Child Annual Information,180,Is the child Challenged?,R,2,1507,"Yes, mentally challenged",2,"Yes, mentally challenged -  हाँ, मानसिक अशक्तता ","Yes, mentally challenged - હા, માનસિક રીતે પડકાર",
37,Child Annual Information,180,Is the child Challenged?,R,2,1508,"Yes, both",2,"Yes, both - हाँ, दोनों","Yes , both - હા, બંને ",
37,Child Annual Information,183,Is the child Engagged/Married?,R,2,1509,Engaged,2,Engaged - सगाई हो चुकी है,Engaged - સંલગ્ન,
37,Child Annual Information,183,Is the child Engagged/Married?,R,2,1510,Married,2,Married - शादी शुदा,"Married-વિવાહિત
",
37,Child Annual Information,183,Is the child Engagged/Married?,R,2,1511,Widowed,2,Widowed - विधवा/विधुर,Widowed-વિધવા,
37,Child Annual Information,184,Current Location of child,S,2,1512,Education Residential School,2,Education Residential School -  आवासीय शिक्षा स्कूल,Education Residential School-શિક્ષણ નિવાસી શાળા,
37,Child Annual Information,184,Current Location of child,S,2,1513,Child Care Institution/Homes/Observation Home,2,Child Care Institution/Homes/Observation Home -  बाल देखभाल संस्थान/गृह/सुधार गृह,Child Care Institution/Homes/Observation Home-બાળ સંભાળ સંસ્થા / ઘર / નિરીક્ષણ ઘર,
37,Child Annual Information,184,Current Location of child,S,2,1514,Child Migrated (for work/employment),2,Child Migrated (for work/employment) -  बाल प्रवासित (काम पर/रोज़गार में),Child Migrated (for work/employment)-બાળ સ્થાનાંતરણ (કામ / રોજગાર માટે),
37,Child Annual Information,184,Current Location of child,S,2,1515,Married child at in-laws house,2,Married child at in-laws house -  Married child at in-laws house,Married child at in-laws house - લગ્ન થયેલ બાળક સાસરીમાં,
37,Child Annual Information,184,Current Location of child,S,2,1516,Others,2,Others - अन्य,Others - અન્ય,
69,Testing Form,604,Name,T,2,1517,NULL,2,,NULL,
57,Pregnant Women,466,"Reasons, if not available",S,2,1518,Misplaced/ Lost/ Damaged,2,Misplaced/ Lost/ Damaged - गलत / खोया / क्षतिग्रस्त,Misplaced/ Lost/ Damaged-ખોટી જગ્યાએ / ખોવાયેલ / નુકશાની,
57,Pregnant Women,466,"Reasons, if not available",S,2,1519,With other member of the HH,2,With other member of the HH - एचएच के अन्य सदस्य के साथ,With other member of the HH-ઘરના અન્ય સભ્ય સાથે,
57,Pregnant Women,473,No of Previous Pregnancies,T,2,1521,Not available,0,,Not available  ઉપલબ્ધ નથી,
57,Pregnant Women,492,1st ANC High Risk Referred,R,2,1522,Not applicable,2,Not applicable - लागू नहीं,Not applicable - લાગુ નથી,
57,Pregnant Women,497,2nd ANC Weight,T,2,1523,Not applicable,0,,Not applicable - લાગુ નથી,
57,Pregnant Women,506,2nd ANC - High Risk Referred,S,2,1524,Not applicable,2,Not applicable - लागू नहीं,Not applicable - લાગુ નથી,
57,Pregnant Women,519,3rd ANC - Identified as High Risk,S,2,1525,Not applicable,2,Not applicable - लागू नहीं,Not applicable - લાગુ નથી,
57,Pregnant Women,520,3rd ANC - High Risk Referred,S,2,1526,Not applicable,2,Not applicable - लागू नहीं,Not applicable - લાગુ નથી,
57,Pregnant Women,533,4th ANC - Identified as High Risk,S,2,1527,Not applicable,2,Not applicable - लागू नहीं,Not applicable - લાગુ નથી,
57,Pregnant Women,534,4th ANC - High Risk Referred,S,2,1528,Not applicable,2,Not applicable - लागू नहीं,Not applicable - લાગુ નથી,
57,Pregnant Women,541,Received free transportation from Government,S,2,1529,Not applicable,2,Not applicable - लागू नहीं,Not applicable - લાગુ નથી,
60,Lactating Mothers,567,Received post natal care within 24 hours,S,2,1530,Not applicable,2,Not applicable - लागू नहीं,Not applicable - લાગુ નથી,
60,Lactating Mothers,581,Enrolled in AWC,S,2,1531,Not applicable,2,Not applicable - लागू नहीं,Not applicable - લાગુ નથી,
49,Child Vaccination and Immuniza,295,Pentavalent - 1,S,2,1532,Not applicable,2,Not applicable - लागू नहीं,Not applicable - લાગુ નથી,
2,School Level Information,84,Separate mathematics teachers,S,2,1533,Yes,2,Yes - हाँ,Yes - હા,
2,School Level Information,84,Separate mathematics teachers,S,2,1534,No,2,No - नहीं,No - ના,
2,School Level Information,85,Separate Science teachers,S,2,1535,Yes,2,Yes - हाँ,Yes - હા,
2,School Level Information,85,Separate Science teachers,S,2,1536,No,2,No - नहीं,No - ના,
2,School Level Information,86,Separate Language teachers,S,2,1537,Yes,2,Yes - हाँ,Yes - હા,
2,School Level Information,86,Separate Language teachers,S,2,1538,No,2,No - नहीं,No - ના,
2,School Level Information,87,Separate teachers for SST,S,2,1539,Yes,2,Yes - हाँ,Yes - હા,
2,School Level Information,87,Separate teachers for SST,S,2,1540,No,2,No - नहीं,No - ના,
2,School Level Information,96,School building available,S,2,1541,"No, classes conducted in a tent or under some other temporary structures",2,"No, classes conducted in a tent or under some other temporary structures - नहीं कक्षायें टेंट या अन्य किसी अस्थायी व्यवस्था में लगती हैं","No, classes conducted in a tent or under some other temporary structures - ના, વર્ગો તંબુમાં કે અન્ય કામ ચલાઉ જગ્યાએ ચાલે છે",
2,School Level Information,96,School building available,S,2,1542,"Yes, rented building",2,"Yes, rented building - हाँ, किराये के भवन में ","Yes, rented building-હા, ભાડેથી મકાન",
2,School Level Information,96,School building available,S,2,1543,"Yes, in the premises of panchayat/religious place",2,"Yes, in the premises of panchayat/religious place - हाँ, पंचायत परिसर/धार्मिक स्थल पर","Yes, in the premises of panchayat/religious place - હા, પંચાયત પરિસરમાં / ધાર્મિક જગ્યાએ",
2,School Level Information,99,Water available in Toilet,S,2,1544,"Yes, water brought from outside and stored in the toilet",2,"Yes, water brought from outside and stored in the toilet - हाँ,पानी बाहर से लाकर शौचालय में भर कर रखा गया","Yes, water brought from outside and stored in the toilet - હા, બહારથી લઈને ટોઇલેટમાં સંગ્રહ કરેલું પાણી",
