Form Id,Form Name,Question Id,Question Name,Question Type,Question Active Status,Choice Id,Choice Text,Choice Active Status,Kannada,Hindi,Tamil,Telugu,Bangla,Odiya,Assamese - Ahomia,
57,Pregnant Women,507,2nd ANC - Supplementary Nutrition Available,S,2,1218,Yes regular/ Complete,2,Yes regular/ Complete,"Yes regular/ Complete - हाँ, नियमित एवं/पूर्ण मात्रा ","Yes regular/ Complete - ஆம், தொடரிச்சியாக/முழுமையான அளவில்",Yes regular/ Complete,,"Yes regular/ Complete - ହଁ, ନିୟମିତ ଏବଂ / କିମ୍ବା ସମ୍ପୂର୍ଣ୍ଣ ପରିମାଣର ମିଳିଛି",,
57,Pregnant Women,507,2nd ANC - Supplementary Nutrition Available,S,2,1219,Not applicable,2,Not applicable,Not applicable - लागू नहीं,Not applicable - பொருந்தாது ,Not applicable,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,,
57,Pregnant Women,508,MCP/ MCH Card updated - 2nd Trimester,R,2,1220,Yes,2,Yes,Yes - हाँ ,Yes - ஆம் ,Yes,Yes - হাঁ,Yes - ହଁ,,
57,Pregnant Women,508,MCP/ MCH Card updated - 2nd Trimester,R,2,1221,No,2,No,No - नहीं,No - இல்லை ,No,No - না,No - ନାହିଁ,,
57,Pregnant Women,509,3rd ANC,S,2,1222,Done,2,Done,Done - हुई हो ,Done - செய்யப்பட்டு விட்டது,Done,Done - সম্পন্ন,Done - କରାଯାଇଛି,,
57,Pregnant Women,509,3rd ANC,S,2,1223,"Not Done, Service not given",2,"Not Done, Service not given","Not Done, Service not given - हुई नहीं हुई, सेवायें नहीं मिलीं","Not Done, Service not given - செய்யப்படவில்லை/சேவை இல்லை ","Not Done, Service not given","Not Done, Service not given - সম্পন্ন হয়নি, পরিষেবাটি দেওয়া হয়নি","Not Done, Service not given - କରାଯାଇନାହିଁ, ସେବା ମିଳିନାହିଁ",,
57,Pregnant Women,509,3rd ANC,S,2,1224,Mother Migrated,2,Mother Migrated,Mother Migrated - माता प्रवास पर गई ,Mother Migrated - தாய் இடம்பெயர்ந்து விட்டார் ,Mother Migrated,Mother Migrated - মায়ের মাইগ্রেট,Mother Migrated - ମାଆ ଦେଶାନ୍ତର ହୋଇଯାଇଛି,,
57,Pregnant Women,509,3rd ANC,S,2,1225,Dont Know / No information,2,Dont Know / No information,Dont Know / No information - नहीं जानते/जानकारी उपलब्ध नहीं ,Dont Know / No information -  தெரியாது ,Dont Know / No information,Dont Know / No information - জানি না / কোন তথ্য নেই,Dont Know / No information - ଜଣା ନାହିଁ/ ସୂଚନା ମିଳିନାହିଁ,,
57,Pregnant Women,509,3rd ANC,S,2,1226,Not applicable,2,Not applicable,Not applicable - लागू नहीं,Not applicable - பொருந்தாது ,Not applicable,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,,
57,Pregnant Women,510,3rd ANC date,D,2,1227,NULL,2,,,,,,,,
57,Pregnant Women,511,3rd ANC Weight,T,2,1228,NULL,2,,,,,,,,
57,Pregnant Women,512,3rd ANC BP,T,2,1229,NULL,2,,,,,,,,
57,Pregnant Women,513,3rd ANC Hb,T,2,1230,NULL,2,,,,,,,,
57,Pregnant Women,514,3rd ANC Urine Albumin,S,2,1231,Yes,2,Yes,Yes - हाँ ,Yes - ஆம் ,Yes,Yes - হাঁ,Yes - ହଁ,Yes - হয়,
57,Pregnant Women,514,3rd ANC Urine Albumin,S,2,1232,No,2,No,No - नहीं,No - இல்லை ,No,No - না,No - ନାହିଁ,No - নহয়,
57,Pregnant Women,515,3rd ANC Urine Sugar,R,2,1233,Yes,2,Yes,Yes - हाँ ,Yes - ஆம் ,Yes,Yes - হাঁ,Yes - ହଁ,Yes - হয়,
57,Pregnant Women,515,3rd ANC Urine Sugar,R,2,1234,No,2,No,No - नहीं,No - இல்லை ,No,No - না,No - ନାହିଁ,No - নহয়,
57,Pregnant Women,516,3rd ANC - IFA tablets received,T,2,1235,Yes,0,,,,,,,,
57,Pregnant Women,516,3rd ANC - IFA tablets received,T,2,1236,No,0,,,,,,,,
57,Pregnant Women,517,3rd ANC - IFA tablets consumed,T,2,1237,Yes,0,,,,,,,,
57,Pregnant Women,517,3rd ANC - IFA tablets consumed,T,2,1238,No,0,,,,,,,,
57,Pregnant Women,518,3rd ANC-Abdominal Examination,S,2,1239,No,2,No,No - नहीं,No - இல்லை ,No,No - না,No - ନାହିଁ,No - নহয়,
57,Pregnant Women,518,3rd ANC-Abdominal Examination,S,2,1240,Yes,2,Yes,Yes - हाँ ,Yes - ஆம் ,Yes,Yes - হাঁ,Yes - ହଁ,Yes - হয়,
57,Pregnant Women,518,3rd ANC-Abdominal Examination,S,2,1241,Dont know,2,Dont know,Dont know - नहीं जानते,Dont know -  தெரியாது ,Dont know,Dont know - জানি না / কোন তথ্য নেই,Dont know - ଜଣା ନାହିଁ,Dont know - একো নাজানো।,
57,Pregnant Women,518,3rd ANC-Abdominal Examination,S,2,1242,Not applicable,2,Not applicable,Not applicable - लागू नहीं,Not applicable - பொருந்தாது ,Not applicable,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়,
57,Pregnant Women,519,3rd ANC - Identified as High Risk,S,2,1243,Yes,2,Yes,Yes - हाँ ,Yes - ஆம் ,Yes,Yes - হাঁ,Yes - ହଁ,Yes - হয়,
57,Pregnant Women,519,3rd ANC - Identified as High Risk,S,2,1244,No,2,No,No - नहीं,No - இல்லை ,No,No - না,No - ନାହିଁ,No - নহয়,
57,Pregnant Women,520,3rd ANC - High Risk Referred,S,2,1245,Yes,2,Yes,Yes - हाँ ,Yes - ஆம் ,Yes,Yes - হাঁ,Yes - ହଁ,Yes - হয়,
57,Pregnant Women,520,3rd ANC - High Risk Referred,S,2,1246,No,2,No,No - नहीं,No - இல்லை ,No,No - না,No - ନାହିଁ,No - নহয়,
57,Pregnant Women,521,3rd ANC - Supplementary Nutrition Available,S,2,1247,No not at all,2,No not at all,"No not at all - नहीं, कभी नहीं",No not at all - இல்லை இல்லவே இல்லை,No not at all,No not at all - না কখনো না,No not at all - ନାହିଁ,No not at all - নাই দিয়া হোৱা নাই,
57,Pregnant Women,521,3rd ANC - Supplementary Nutrition Available,S,2,1248,Yes irregular/Incomplete amount,2,Yes irregular/Incomplete amount,"Yes irregular/Incomplete amount - हाँ, अनियमित एवं/अपूर्ण मात्रा","Yes irregular/Incomplete amount - ஆம், தொடரிச்சியாக/முழுமையான அளவில் இல்லை ",Yes irregular/Incomplete amount,,"Yes irregular/Incomplete amount - ହଁ, ଅନିୟମିତ ଏବଂ/ କିମ୍ବା ଅସମ୍ପୂର୍ଣ୍ଣ ପରିମାଣ",,
57,Pregnant Women,521,3rd ANC - Supplementary Nutrition Available,S,2,1249,Yes regular/ Complete,2,Yes regular/ Complete,"Yes regular/ Complete - हाँ, नियमित एवं/पूर्ण मात्रा","Yes regular/ Complete - ஆம், தொடரிச்சியாக/முழுமையான அளவில்",Yes regular/ Complete,,"Yes regular/ Complete - ହଁ, ନିୟମିତ ଏବଂ / କିମ୍ବା ସମ୍ପୂର୍ଣ୍ଣ ପରିମାଣର ମିଳିଛି",,
57,Pregnant Women,521,3rd ANC - Supplementary Nutrition Available,S,2,1250,Not applicable,2,Not applicable,Not applicable - लागू नहीं,Not applicable - பொருந்தாது ,Not applicable,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়,
57,Pregnant Women,522,MCP/ MCH Card updated - 3rd Trimester,S,2,1251,Yes,2,Yes,Yes - हाँ ,Yes - ஆம் ,Yes,Yes - হাঁ,Yes - ହଁ,Yes - হয়,
57,Pregnant Women,522,MCP/ MCH Card updated - 3rd Trimester,S,2,1252,No,2,No,No - नहीं,No - இல்லை ,No,No - না,No - ନାହିଁ,No - নহয়,
57,Pregnant Women,523,4th ANC,S,2,1253,Done,2,Done,Done - हुई हो ,Done  - செய்யப்பட்டு விட்டது,Done,Done - সম্পন্ন,Done - କରାଯାଇଛି,Done - হৈছে ,
57,Pregnant Women,523,4th ANC,S,2,1254,"Not Done, Service not given",2,"Not Done, Service not given","Not Done, Service not given - हुई नहीं हुई, सेवायें नहीं मिलीं","Not Done, Service not given - செய்யப்படவில்லை/சேவை இல்லை ","Not Done, Service not given","Not Done, Service not given - সম্পন্ন হয়নি, পরিষেবাটি দেওয়া হয়নি","Not Done, Service not given - କରାଯାଇନାହିଁ, ସେବା ମିଳିନାହିଁ","Not Done, Service not given - হোৱা নাই, সেৱা প্ৰদান কৰা হোৱা নাই ",
57,Pregnant Women,523,4th ANC,S,2,1255,Mother Migrated,2,Mother Migrated,Mother Migrated - माता प्रवास पर गई ,Mother Migrated - தாய் இடம்பெயர்ந்து விட்டார் ,Mother Migrated,Mother Migrated - মায়ের মাইগ্রেট,Mother Migrated - ମାଆ ଦେଶାନ୍ତର ହୋଇଯାଇଛି,Mother Migrated - মাকজনী স্থানান্তৰ হৈছে ,
57,Pregnant Women,523,4th ANC,S,2,1256,Dont Know/ No information,2,Dont Know/ No information,Dont Know/ No information - नहीं जानते/जानकारी उपलब्ध नहीं  ,Dont Know/ No information -  தெரியாது ,Dont Know/ No information,Dont Know/ No information - জানি না / কোন তথ্য নেই,Dont Know/ No information - ଜଣା ନାହିଁ/ ସୂଚନା ମିଳିନାହିଁ,Dont Know/ No information - একো নাজানো।,
57,Pregnant Women,523,4th ANC,S,2,1257,Not applicable,2,Not applicable,Not applicable - लागू नहीं,Not applicable - பொருந்தாது ,Not applicable,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়,
57,Pregnant Women,524,4th ANC Date,D,2,1258,NULL,2,,,,,,,,
57,Pregnant Women,525,4th ANC Weight,T,2,1259,NULL,2,,,,,,,,
57,Pregnant Women,526,4th ANC BP,T,2,1260,NULL,2,,,,,,,,
57,Pregnant Women,527,4th ANC HB,T,2,1261,NULL,2,,,,,,,,
57,Pregnant Women,528,4th ANC Urine Albumin,S,2,1262,Yes,2,Yes,Yes - हाँ ,Yes - ஆம் ,Yes,Yes - হাঁ,Yes - ହଁ,Yes - হয়,
57,Pregnant Women,528,4th ANC Urine Albumin,S,2,1263,No,2,No,No - नहीं,No - இல்லை ,No,No - না,No - ନାହିଁ,No - নহয়,
57,Pregnant Women,529,4th ANC Urine Sugar,S,2,1264,Yes,2,Yes,Yes - हाँ ,Yes - ஆம் ,Yes,Yes - হাঁ,Yes - ହଁ,Yes - হয়,
57,Pregnant Women,529,4th ANC Urine Sugar,S,2,1265,No,2,No,No - नहीं,No - இல்லை ,No,No - না,No - ନାହିଁ,No - নহয়,
57,Pregnant Women,530,4th ANC - IFA tablets received,T,2,1266,Yes,0,,,,,,,,
57,Pregnant Women,530,4th ANC - IFA tablets received,T,2,1267,No,0,,,,,,,,
57,Pregnant Women,531,4th ANC - IFA tablets consumed,T,2,1268,Yes,0,,,,,,,,
57,Pregnant Women,531,4th ANC - IFA tablets consumed,T,2,1269,No,0,,,,,,,,
57,Pregnant Women,532,4th ANC-Abdominal Examination,S,2,1270,No,2,No,No - नहीं,No - இல்லை ,No,No - না,No - ନାହିଁ,No - নহয়,
57,Pregnant Women,532,4th ANC-Abdominal Examination,S,2,1271,Yes,2,Yes,Yes - हाँ ,Yes - ஆம் ,Yes,Yes - হাঁ,Yes - ହଁ,Yes - হয়,
57,Pregnant Women,532,4th ANC-Abdominal Examination,S,2,1272,Not Applicable,2,Not Applicable,Not Applicable - लागू नहीं,Not Applicable - பொருந்தாது ,Not Applicable,Not Applicable - অপ্রাপ্য,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not Applicable - প্রযোজ্য নহয়,
57,Pregnant Women,533,4th ANC - Identified as High Risk,S,2,1273,Yes,2,Yes,Yes - हाँ ,Yes - ஆம் ,Yes,Yes - হাঁ,Yes - ହଁ,Yes - হয়,
57,Pregnant Women,533,4th ANC - Identified as High Risk,S,2,1274,No,2,No,No - नहीं,No - இல்லை ,No,No - না,No - ନାହିଁ,No - নহয়,
57,Pregnant Women,534,4th ANC - High Risk Referred,S,2,1275,Yes,2,Yes,Yes - हाँ ,Yes - ஆம் ,Yes,Yes - হাঁ,Yes - ହଁ,Yes - হয়,
57,Pregnant Women,534,4th ANC - High Risk Referred,S,2,1276,No,2,No,No - नहीं,No - இல்லை ,No,No - না,No - ନାହିଁ,No - নহয়,
57,Pregnant Women,535,4th ANC - Supplementary Nutrition Available,S,2,1277,No not at all,2,No not at all,"No not at all  - नहीं, कभी नहीं",No not at all - இல்லை இல்லவே இல்லை,No not at all,No not at all - না কখনো না,No not at all - ନାହିଁ,No not at all - নাই দিয়া হোৱা নাই,
57,Pregnant Women,535,4th ANC - Supplementary Nutrition Available,S,2,1278,Yes irregular/Incomplete amount,2,Yes irregular/Incomplete amount,"Yes irregular/Incomplete amount - हाँ, अनियमित एवं/अपूर्ण मात्रा ","Yes irregular/Incomplete amount - ஆம், தொடரிச்சியாக/முழுமையான அளவில் இல்லை ",Yes irregular/Incomplete amount,,"Yes irregular/Incomplete amount - ହଁ, ଅନିୟମିତ ଏବଂ/ କିମ୍ବା ଅସମ୍ପୂର୍ଣ୍ଣ ପରିମାଣ",,
57,Pregnant Women,535,4th ANC - Supplementary Nutrition Available,S,2,1279,Yes regular/ Complete,2,Yes regular/ Complete,"Yes regular/ Complete - हाँ, नियमित एवं/पूर्ण मात्रा","Yes regular/ Complete - ஆம், தொடரிச்சியாக/முழுமையான அளவில்",Yes regular/ Complete,,"Yes regular/ Complete - ହଁ, ନିୟମିତ ଏବଂ / କିମ୍ବା ସମ୍ପୂର୍ଣ୍ଣ ପରିମାଣର ମିଳିଛି",,
57,Pregnant Women,535,4th ANC - Supplementary Nutrition Available,S,2,1280,Not applicable,2,Not applicable,Not applicable - लागू नहीं,Not applicable - பொருந்தாது ,Not applicable,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়,
57,Pregnant Women,536,Miscarriage or Abortion,S,2,1281,Miscarriage,2,Miscarriage,Miscarriage - अकाल प्रसव,Miscarriage - கருகலைந்தது,Miscarriage,,Miscarriage - ଭୃଣ ନଷ୍ଟ,,
57,Pregnant Women,536,Miscarriage or Abortion,S,2,1282,Abortion,2,Abortion,Abortion - गर्भपात,Abortion - கரு கலைக்கப்பட்டது ,Abortion,Abortion - গর্ভপাত,,,
57,Pregnant Women,537,Status of Birth,R,2,1283,Live birth,2,Live birth,Live birth - जीवित जन्म    ,Live birth - உயிருடன் பிறந்தது ,Live birth,,Live birth - ଜୀବନ୍ତ ଶିଶୁ ଜନ୍ମ,Live birth - জীৱিত জন্ম,
57,Pregnant Women,537,Status of Birth,R,2,1284,Still birth,2,Still birth,Still birth - मृत जन्म,Still birth - இறந்து பிறந்தது ,Still birth,,Still birth - ମୃତ ଶିଶୁ ଜନ୍ମ,Still birth - মৃত জন্ম,
57,Pregnant Women,538,Time of birth,T,2,1285,1,2,,,,,,,,
57,Pregnant Women,539,Place of Delivery,S,2,1286,Home,2,Home,Home - घर,Home - வீடு ,Home,Home - বাড়ি,,Home - ঘৰত,
57,Pregnant Women,539,Place of Delivery,S,2,1287,Government Hospital/Health Center,2,Government Hospital/Health Center,Government Hospital/Health Center - शासकीय अस्पताल/स्वास्थ्य केन्द्र,Government Hospital/Health Center - அரசு பருதுவமனையில்/சுகாதார நிலையத்தில் ,Government Hospital/Health Center,,,,
57,Pregnant Women,539,Place of Delivery,S,2,1288,Private Hospital/Clinic/Nursing Home,2,Private Hospital/Clinic/Nursing Home,Private Hospital/Clinic/Nursing Home - निजी अस्पताल/क्लीनिक/नर्सिंग होम,Private Hospital/Clinic/Nursing Home - தனியார் மருத்துவமனையில் ,Private Hospital/Clinic/Nursing Home,,,,
57,Pregnant Women,539,Place of Delivery,S,2,1289,On the way to hospital/While Travelling,2,On the way to hospital/While Travelling,On the way to hospital/While Travelling - अस्पताल जाते समय/यात्रा के दौरान,On the way to hospital/While Travelling - மருத்துவமனைக்கு கொண்டு செல்லும் வழியில் ,On the way to hospital/While Travelling,,,,
57,Pregnant Women,539,Place of Delivery,S,2,1290,Work Place / Forest,2,Work Place / Forest,Work Place / Forest - कार्य स्थल पर/जंगल में,Work Place / Forest - வேலை செய்த இடத்தில்/காட்டில் ,Work Place / Forest,,,,
57,Pregnant Women,540,Type of delivery,S,2,1291,Normal,2,Normal,Normal - सामान्य,Normal - சாதாரண பிரசவம் ,Normal,Normal - সাধারণ,,Normal - সাধাৰন,
57,Pregnant Women,540,Type of delivery,S,2,1292,Instrumental,2,Instrumental,Instrumental - उपकरणों द्वारा ,Instrumental - கருவிகள் பயன்படுத்தி ,Instrumental,,,Instrumental - শল্য (কাৰিকৰী সঁজুলি),
57,Pregnant Women,540,Type of delivery,S,2,1293,C Section,2,C Section,C Section - सी - सेक्शन,C Section - சிசேரியன் (அறுவை சிகிச்சை) ,C Section,C Section - সি বিভাগ,,C Section - C শাখা ,
57,Pregnant Women,541,Received free transportation from Government,S,2,1295,Yes,2,Yes,Yes - हाँ ,Yes - ஆம் ,Yes,Yes - হাঁ,,Yes - হয়,
57,Pregnant Women,541,Received free transportation from Government,S,2,1296,No,2,No,No - नहीं,No - இல்லை ,No,No - না,,No - নহয়,
57,Pregnant Women,542,Received financial assistance from Government,S,2,1297,Yes,2,Yes,Yes - हाँ ,Yes -  ஆம் ,Yes,Yes - হাঁ,,Yes - হয়,
57,Pregnant Women,542,Received financial assistance from Government,S,2,1298,No,2,No,No - नहीं,No - இல்லை ,No,No - না,,No - নহয়,
57,Pregnant Women,542,Received financial assistance from Government,S,2,1299,Not Applicable,2,Not Applicable,Not Applicable -लागू नहीं ,Not Applicable - பொருந்தாது ,Not Applicable,Not Applicable - অপ্রাপ্য,,Not Applicable - প্রযোজ্য নহয়,
57,Pregnant Women,543,Amount Received,T,2,1300,NULL,2,,,,,,,,
57,Pregnant Women,544,Home delivery assisted by,S,2,1301,No one,2,No one,No one - किसी ने नहीं           ,No one - யாரும் இல்லை ,No one,,,No one - কাৰো দ্বাৰা নহয় ,
57,Pregnant Women,544,Home delivery assisted by,S,2,1302,Family members,2,Family members,Family members - परिवार के सदस्यों ने,Family members - குடும்ப நபர்கள்,Family members,,,Family members - পৰিয়ালৰ সদস্যৰ দ্বাৰা,
57,Pregnant Women,544,Home delivery assisted by,S,2,1303,Dai untrained,2,Dai untrained,Dai untrained - अप्रशिक्षित दाई ने,Dai untrained - டாய் பயன் இல்லை,Dai untrained,,,Dai untrained - প্ৰশিক্ষন নোহোৱা ধাই,
57,Pregnant Women,544,Home delivery assisted by,S,2,1304,Dai Trained,2,Dai Trained,Dai Trained - प्रशिक्षित दाई ने,Dai Trained - டாய் பயிற்சி பெற்றார்,Dai Trained,,,Dai Trained - প্ৰশিক্ষিত ধাই,
57,Pregnant Women,544,Home delivery assisted by,S,2,1305,ANM,2,ANM,ANM - ए एन एम ने,ANM - பிற தகவல்,ANM,,,ANM - এ.এন.এম,
57,Pregnant Women,544,Home delivery assisted by,S,2,1306,Nurse,2,Nurse,Nurse - नर्स ,Nurse - செவிலியர் ,Nurse,,,Nurse - নাৰ্চ,
57,Pregnant Women,544,Home delivery assisted by,S,2,1307,Doctor,2,Doctor,Doctor - डॉक्टर ,Doctor - மருத்துவர் ,Doctor,,,Doctor - ডাক্তৰ,
57,Pregnant Women,544,Home delivery assisted by,S,2,1308,Others,2,Others,Others - अन्य,Others - பிற,Others,Others - অন্যরা,,Others - অন্যান্য,
57,Pregnant Women,544,Home delivery assisted by,S,2,1309,Not Applicable,2,Not Applicable,Not Applicable - लागू नहीं,Not Applicable - பொருந்தாது ,Not Applicable,Not Applicable - অপ্রাপ্য,,Not Applicable - প্রযোজ্য নহয়,
57,Pregnant Women,545,"If other, specify",T,2,1310,NULL,2,,,,,,,,
57,Pregnant Women,546,Time of miscarriage/abortion(In weeks),T,2,1311,NULL,2,,,,,,,,
57,Pregnant Women,547,Other information,T,2,1312,NULL,2,,,,,,,,
60,Lactating Mothers,557,Name of the Husband,T,2,1316,NULL,2,,,,,,,,
60,Lactating Mothers,558,Age of Husband,T,2,1317,NULL,2,,,,,,,,
60,Lactating Mothers,559,Highest class husband passed,S,2,1318,Illiterate,2,Illiterate,Illiterate - निरक्षर,Illiterate -  படிக்காதவர்,Illiterate,Illiterate - নিরক্ষর,,,
60,Lactating Mothers,559,Highest class husband passed,S,2,1319,Class 1,2,Class 1,Class 1 - कक्षा 1,Class 1 - வகுப்பு 1,Class 1,Class 1 - ক্লাস 1,,,
60,Lactating Mothers,559,Highest class husband passed,S,2,1320,Class 2,2,Class 2,Class 2 - कक्षा 2,Class 2 - வகுப்பு 2,Class 2,Class 2 - ক্লাস 2,,,
60,Lactating Mothers,559,Highest class husband passed,S,2,1321,Class 4,2,Class 4,Class 4 - कक्षा 4,Class 4 - வகுப்பு 4,Class 4,Class 4 - ক্লাস 4,,,
60,Lactating Mothers,559,Highest class husband passed,S,2,1322,Class 5,2,Class 5,Class 5 - कक्षा 5,Class 5 - வகுப்பு 5,Class 5,Class 5 - ক্লাস 5,,,
60,Lactating Mothers,559,Highest class husband passed,S,2,1323,Class 6,2,Class 6,Class 6 - कक्षा 6,Class 6 - வகுப்பு 6,Class 6,Class 6 - ক্লাস 6,,,
60,Lactating Mothers,559,Highest class husband passed,S,2,1324,Class 7,2,Class 7,Class 7 - कक्षा 7,Class 7 - வகுப்பு 7,Class 7,Class 7 - ক্লাস 7,,,
60,Lactating Mothers,559,Highest class husband passed,S,2,1325,Class 8,2,Class 8,Class 8 - कक्षा 8,Class 8 - வகுப்பு 8,Class 8,Class 8 - ক্লাস 8,,,
60,Lactating Mothers,559,Highest class husband passed,S,2,1326,Class 9,2,Class 9,Class 9 - कक्षा 9,Class 9 - வகுப்பு 9,Class 9,Class 9 - ক্লাস 9,,,
60,Lactating Mothers,559,Highest class husband passed,S,2,1327,Class 10,2,Class 10,Class 10 - कक्षा 10,Class 10 - வகுப்பு 10,Class 10,Class 10 - ক্লাস 10,,,
60,Lactating Mothers,559,Highest class husband passed,S,2,1328,Class 11,2,Class 11,Class 11 - कक्षा 11,Class 11 - வகுப்பு 11,Class 11,Class 11 - ক্লাস 11,,,
60,Lactating Mothers,559,Highest class husband passed,S,2,1329,Class 12,2,Class 12,Class 12 - कक्षा 12,Class 12 - வகுப்பு 12,Class 12,Class 12 - ক্লাস 12,,,
60,Lactating Mothers,559,Highest class husband passed,S,2,1330,Graduate,2,Graduate,Graduate - स्नातक ,Graduate - இளங்கலை ,Graduate,Graduate - স্নাতক,,,
60,Lactating Mothers,559,Highest class husband passed,S,2,1331,Post Graduate,2,Post Graduate,Post Graduate - स्नातकोत्तर,Post Graduate - முதுகலை ,Post Graduate,Post Graduate - পোস্ট গ্রাজুয়েট,,,
60,Lactating Mothers,559,Highest class husband passed,S,2,1332,Technical / Professional Education,2,Technical / Professional Education,Technical / Professional Education - तकनीकी/व्यावसायिक शिक्षा  ,Technical / Professional Education - தொழில்நுட்பக்கல்வி ,Technical / Professional Education,Technical / Professional Education - কারিগরি / পেশাগত শিক্ষা,,,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1334,Unemployed,2,Unemployed,Unemployed - बेरोज़गार ,Unemployed - வேலை இல்லாதவர்,Unemployed,Unemployed - অক্রিয়,,,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1335,Agricultural labour,2,Agricultural labour,Agricultural labour -खेतिहर मज़दूर ,Agricultural labour - விவசாய கூலி,Agricultural labour,Agricultural labour - কৃষি শ্রমিক,,,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1336,Casual labour and other labour work,2,Casual labour and other labour work,Casual labour and other labour work -आकस्मिक मज़दूरी एवं अन्य मज़दूरी कार्य,Casual labour and other labour work - மற்ற தினக்கூலி தொழிலாளி ,Casual labour and other labour work,Casual labour and other labour work - আকস্মিক শ্রম এবং অন্যান্য শ্রম কর্ম,,,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1337,Agriculture/ dairy/ fishery and other allied work,2,Agriculture/ dairy/ fishery and other allied work,"Agriculture/ dairy/ fishery and other allied work - कृषि, डेयरी, मछली-पालन एवं अन्य संबंधित कामकाज","Agriculture/ dairy/ fishery and other allied work - விவசாயம்/பால்பண்ணை/மீன்பிடித்தல், அதையொத்த பிற பணிகள் ",Agriculture/ dairy/ fishery and other allied work,Agriculture/ dairy/ fishery and other allied work - কৃষি / দুগ্ধ / মৎস্য এবং অন্যান্য সংশ্লিষ্ট কাজ,,,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1338,Self employed/ business/ vending/ trading,2,Self employed/ business/ vending/ trading,Self employed/ business/ vending/ trading - स्वरोज़गार/व्यापार/विक्रेता/ट्रेडिंग,Self employed/ business/ vending/ trading - சுயதொழில்/வியாபாரம்/விற்பனை/வர்த்தகம் ,Self employed/ business/ vending/ trading,Self employed/ business/ vending/ trading - স্বয়ং নিযুক্ত / ব্যবসায় / বিক্রয় / ট্রেডিং,,,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1339,Salaried Government/ Private,2,Salaried Government/ Private,Salaried Government/ Private -वेतनभोगी (शासकीय/निजी),Salaried Government/ Private - மாத சம்பளம் (அரசு/தனியார்துறை),Salaried Government/ Private,Salaried Government/ Private - বেতনভোগী সরকারি / বেসরকারী,,,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1340,Artisan,2,Artisan,Artisan -  कारीगरी ,Artisan - கைவினைஞர்,Artisan,Artisan - শিল্পী,,,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1341,Domestic work,2,Domestic work,Domestic work - घरेलू कार्य ,Domestic work - வீட்டு வேலை ,Domestic work,Domestic work - গৃহস্থলী কর্ম,,,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1342,Others,2,Others,Others - अन्य,Others - பிற,Others,Others - অন্যরা,,,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1343,Illiterate,2,Illiterate,Illiterate - निरक्षर,Illiterate -  படிக்காதவர்,Illiterate,Illiterate - নিরক্ষর,,,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1344,Class 1,2,Class 1,Class 1 - कक्षा 1,Class 1 - வகுப்பு 1,Class 1,Class 1 - ক্লাস 1,,,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1345,Class 2,2,Class 2,Class 2 - कक्षा 2,Class 2 - வகுப்பு 2,Class 2,Class 2 - ক্লাস 2,,,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1346,Class 3,2,Class 3,Class 3 - कक्षा 3,Class 3 - வகுப்பு 3,Class 3,Class 3 - ক্লাস 3,,,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1347,Class 4,2,Class 4,Class 4 - कक्षा 4,Class 4 - வகுப்பு 4,Class 4,Class 4 - ক্লাস 4,,,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1348,Class 5,2,Class 5,Class 5 - कक्षा 5,Class 5 - வகுப்பு 5,Class 5,Class 5 - ক্লাস 5,,,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1349,Class 6,2,Class 6,Class 6 - कक्षा 6,Class 6 - வகுப்பு 6,Class 6,Class 6 - ক্লাস 6,,,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1350,Class 7,2,Class 7,Class 7 - कक्षा 7,Class 7 - வகுப்பு 7,Class 7,Class 7 - ক্লাস 7,,,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1351,Class 8,2,Class 8,Class 8 -  कक्षा 8,Class 8 - வகுப்பு 8,Class 8,Class 8 - ক্লাস 8,,,
