Form Id,Form Name,Question Id,Question Name,Question Type,Question Active Status,ID,Choice Text,Choice Active Status,Hindi,Tamil,Bangla,Odiya, Ahomia
55,House Hold Information,445,Access to toilet,S,2,1033,Eco toilet or Bio Toilet,2,Eco toilet or Bio Toilet - पर्यावरणीय शौचालय/जैव शौचालय,Eco toilet or Bio Toilet - சூழல் மேம்பட்டு கழிவறை,Eco toilet or Bio Toilet - ইকো টয়লেট বা বায়ো টয়লেট,"Eco toilet or Bio Toilet - ପରିବେଶ ଅନୁକୂଳ, ଜୈବ ଶୌଚାଳୟ",Eco toilet or Bio Toilet - বাঅটয়লেট
55,House Hold Information,445,Access to toilet,S,2,1034,Others,2,Others - अन्य,Others - பிற,Others - অন্যরা,Others - ଅନ୍ୟାନ୍ୟ,Others - অন্য
55,House Hold Information,446,Enter other type of toilet,T,2,1035,NULL,2,,,Null- খালি,NULL-ନୁଁଲଲ ,প্ৰযোজ্য নহয়
55,House Hold Information,447,Is any child missing?,R,2,1036,No,2,No - नहीं,No - இல்லை,No - না,No - ନାହିଁ,No - নহয়
55,House Hold Information,447,Is any child missing?,R,2,1037,Yes,2,Yes - हाँ,Yes - ஆம்,Yes - হ্যাঁ ,Yes - ହଁ,Yes - হয়
55,House Hold Information,448,"If Yes, how many boys are missing",T,2,1038,NULL,2,,,Null- খালি,NULL-ନୁଁଲଲ ,প্ৰযোজ্য নহয়
55,House Hold Information,449,"If Yes, how many girls are missing",T,2,1039,NULL,2,,,Null- খালি,NULL-ନୁଁଲଲ ,প্ৰযোজ্য নহয়
55,House Hold Information,404,Rural or Urban,R,0,1040,Urban,2,,,Urban - শহুরে,Urban,চহৰ
54,Village Information,341,Primary school available,R,2,1041,"Yes , in the Village",2,"Yes , in the Village - हाँ, गांव/बसाहट में है","Yes , in the Village - ஆம், கிராமத்தில்/குக்கிராமத்தில் ","Yes , in the Village - হ্যাঁ, গ্রামে","Yes , in the Village - ହଁ, ଗ୍ରାମ/ ହାମଲେଟ୍ରେ","Yes , in the Village - আছে, গাঁওত"
54,Village Information,340,Rural or Urban,R,0,1042,Urban,2,Urban - शहरी,Urban - நகரம்,Urban - শহুরে,Urban - ସହର,Urban - চহৰ
54,Village Information,340,Rural or Urban,R,0,1043,Rural,2,Rural - ग्रामीण,Rural - கிராம,Rural - গ্রামীণ,Rural - ଗ୍ରାମ,Rural - গাঁও
54,Village Information,343,Lowest class in Primary School,S,2,1044,Class 1,2,Class 1 - कक्षा 1,Class 1 - வகுப்பு 1,Class 1 - ক্লাস 1,Class 1 - ପ୍ରଥମ ଶ୍ରେଣୀ,Class 1 - শ্ৰেণী- ১
54,Village Information,343,Lowest class in Primary School,S,2,1045,Class 2,2,Class 2 - कक्षा 2,Class 2 - வகுப்பு 2,Class 2 - ক্লাস 2,Class 2 - ଦ୍ୱିତୀୟ ଶ୍ରେଣୀ,Class 2 - শ্ৰেণী- ২
54,Village Information,343,Lowest class in Primary School,S,2,1046,Class 3,2,Class 3 - कक्षा 3,Class 3 - வகுப்பு 3,Class 3 - ক্লাস 3,Class 3 - ତୃତୀୟ ଶ୍ରେଣୀ,Class 3 - শ্ৰেণী- ৩
54,Village Information,343,Lowest class in Primary School,S,2,1047,Class 4,2,Class 4 - कक्षा 4,Class 4 - வகுப்பு 4,Class 4 - ক্লাস 4,Class 4 - ଚତୁର୍ଥ ଶ୍ରେଣୀ,Class 4 - শ্ৰেণী- ৪
54,Village Information,343,Lowest class in Primary School,S,2,1048,Class 5,2,Class 5 - कक्षा 5,Class 5 - வகுப்பு 5,Class 5 - ক্লাস 5,Class 5 - ପଂଚମ ଶ୍ରେଣୀ,Class 5 - শ্ৰেণী- ৫
54,Village Information,344,Highest class in Primary School,S,2,1049,Class 6,2,Class 6 - कक्षा 7,Class 6 - வகுப்பு 6,Class 6 - ক্লাস 6,Class 6 - ଷଷ୍ଠ ଶ୍ରେଣୀ,Class 6 - শ্ৰেণী- ৬
54,Village Information,344,Highest class in Primary School,S,2,1050,Class 7,2,Class 7 - कक्षा 7,Class 7 - வகுப்பு 7,Class 7 - ক্লাস 7,Class 7 - ସପ୍ତମ ଶ୍ରେଣୀ,Class 7 - শ্ৰেণী- ৭
54,Village Information,344,Highest class in Primary School,S,2,1051,Class 8,2,Class 8 - कक्षा 8,Class 8 - வகுப்பு 8,Class 8 - ক্লাস 8,Class 8 - ଅଷ୍ଟମ ଶ୍ରେଣୀ,Class 8 - শ্ৰেণী- ৮
54,Village Information,345,Category of Primary School,S,2,1052,Government / Local bodies,2,Government / Local bodies - शासन: केन्द्रीय और राज्य सरकारों तथा संगठनों द्वारा स्थापित,Government / Local bodies - அரசுப்பள்ளி/உள்ளாட்சி அமைப்புகள்,Government / Local bodies - அரசுப்பள்ளி/உள்ளாட்சி அமைப்புகள்,Government / Local bodies - সরকার / স্থানীয় সংস্থা,Government / Local bodies - ସରକାରୀ
54,Village Information,345,Category of Primary School,S,2,1053,Private aided,2,Private aided - निजी (शासन से सहायता-प्राप्त),Private aided - தனியார் உதவி,Private aided - বেসরকারী সাহায্যপ্রাপ্ত,"Private aided - ବେସରକାରୀ ଅନୁଦାନପ୍ରାପ୍ତ- ଏକ ଅନୁଦାନପ୍ରାପ୍ତ ବିଦ୍ୟାଳୟ, ଯାହା ବେସରକାରୀ ହୋଇଥାଇପାରେ, କିନ୍ତୁ ସରକାରୀ ଅନୁଦାନ ଏବଂ ସୁବିଧା ସୁଯୋଗ ପାଉଥିବ ",Private aided - ( প্ৰাইভেট এডেদ - প্ৰাইভেট বা ট্ৰাষ্টৰ দ্বাৰা পৰিচালিত কিন্তু চৰকাৰৰ সাহায্য প্ৰাপ্ত
54,Village Information,351,Lowest class in upper primary school,S,2,1054,Class 6,2,Class 6 - कक्षा 6,Class 6 - வகுப்பு 6,Class 6 - ক্লাস 6,Class 6 - ଷଷ୍ଠ ଶ୍ରେଣୀ,Class 6 - শ্ৰেণী- ৬
54,Village Information,351,Lowest class in upper primary school,S,2,1055,Class 7,2,Class 7 - कक्षा 7,Class 7 - வகுப்பு 7,Class 7 - ক্লাস 7,Class 7 - ସପ୍ତମ ଶ୍ରେଣୀ,Class 7 - শ্ৰেণী- ৭
54,Village Information,351,Lowest class in upper primary school,S,2,1056,Class 8,2,Class 8 - कक्षा 8,Class 8 - வகுப்பு 8,Class 8 - ক্লাস 8,Class 8 - ଅଷ୍ଟମ ଶ୍ରେଣୀ,Class 8 - শ্ৰেণী- ৮
57,Pregnant Women,454,Name of the Husband,T,2,1064,NULL,2,,,Null- খালি,NULL-ନୁଁଲଲ ,প্ৰযোজ্য নহয়
57,Pregnant Women,455,Age of the Husband,T,2,1065,NULL,2,,,Null- খালি,NULL-ନୁଁଲଲ ,প্ৰযোজ্য নহয়
57,Pregnant Women,456,Highest Class passed Husband,S,2,1066,Illiterate,2,Illiterate - निरक्षर,Illiterate - படிக்காதவர்,Illiterate - নিরক্ষর,Illiterate - ଅଶିକ୍ଷିତ,Illiterate - অশিক্ষিত
57,Pregnant Women,456,Highest Class passed Husband,S,2,1067,Class 1,2,Class 1 - कक्षा 1,Class 1 - வகுப்பு 1,Class 1 - ক্লাস 1,Class 1 - ପ୍ରଥମ ଶ୍ରେଣୀ,Class 1 - শ্ৰেণী - ১
57,Pregnant Women,456,Highest Class passed Husband,S,2,1068,Class 2,2,Class 2 - कक्षा 2,Class 2 - வகுப்பு 2,Class 2 - ক্লাস 2,Class 2 - ଦ୍ୱିତୀୟ ଶ୍ରେଣୀ,Class 2 - শ্ৰেণী - ২
57,Pregnant Women,456,Highest Class passed Husband,S,2,1069,Class 3,2,Class 3 - कक्षा 3,Class 3 - வகுப்பு 3,Class 3 - ক্লাস 3,Class 3 - ତୃତୀୟ ଶ୍ରେଣୀ,Class 3 - শ্ৰেণী - ৩
57,Pregnant Women,456,Highest Class passed Husband,S,2,1070,Class 4,2,Class 4 - कक्षा 4,Class 4 - வகுப்பு 4,Class 4 - ক্লাস 4,Class 4 - ଚତୁର୍ଥ ଶ୍ରେଣୀ,Class 4 - শ্ৰেণী - ৪
57,Pregnant Women,456,Highest Class passed Husband,S,2,1071,Class 5,2,Class 5 - कक्षा 5,Class 5 - வகுப்பு 5,Class 5 - ক্লাস 5,Class 5 - ପଂଚମ ଶ୍ରେଣୀ,Class 5 - শ্ৰেণী - ৫
57,Pregnant Women,456,Highest Class passed Husband,S,2,1072,Class 6,2,Class 6 - कक्षा 6,Class 6 - வகுப்பு 6,Class 6 - ক্লাস 6,Class 6 - ଷଷ୍ଠ ଶ୍ରେଣୀ,Class 6 - শ্ৰেণী - ৬
57,Pregnant Women,456,Highest Class passed Husband,S,2,1073,Class 7,2,Class 7 - कक्षा 7,Class 7 - வகுப்பு 7,Class 7 - ক্লাস 7,Class 7 - ସପ୍ତମ ଶ୍ରେଣୀ,Class 7 - শ্ৰেণী - ৭
57,Pregnant Women,456,Highest Class passed Husband,S,2,1074,Class 8,2,Class 8 - कक्षा 8,Class 8 - வகுப்பு 8,Class 8 - ক্লাস 8,Class 8 - ଅଷ୍ଟମ ଶ୍ରେଣୀ,Class 8 - শ্ৰেণী - ৮
57,Pregnant Women,456,Highest Class passed Husband,S,2,1075,Class 9,2,Class 9 - कक्षा 9,Class 9 - வகுப்பு 9,Class 9 - ক্লাস 9,Class 9 - ନବମ ଶ୍ରେଣୀ,Class 9 - শ্ৰেণী - ৯
57,Pregnant Women,456,Highest Class passed Husband,S,2,1076,Class 10,2,Class 10 - कक्षा 10,Class 10 - வகுப்பு 10,Class 10 - ক্লাস 10,Class 10 - ଦଶମ ଶ୍ରେଣୀ,Class 10 - শ্ৰেণী - ১০
57,Pregnant Women,456,Highest Class passed Husband,S,2,1077,Class 11,2,Class 11 - कक्षा 11,Class 11 - வகுப்பு 11,Class 11 - ক্লাস 11,Class 11 - ଏକାଦଶ ଶ୍ରେଣୀ,Class 11 - শ্ৰেণী - ১১
57,Pregnant Women,456,Highest Class passed Husband,S,2,1078,Class 12,2,Class 12 - कक्षा 12,Class 12 - வகுப்பு 12,Class 12 - ক্লাস 12,Class 12 - ଦ୍ୱାଦଶ ଶ୍ରେଣୀ,Class 12 - শ্ৰেণী - ১২
57,Pregnant Women,456,Highest Class passed Husband,S,2,1079,Graduate,2,Graduate - स्नातक,Graduate - இளங்கலை,Graduate - স্নাতক,Graduate - ଗ୍ରାଜୁଏଟ୍,Graduate - স্নাতক
57,Pregnant Women,456,Highest Class passed Husband,S,2,1080,Post Graduate,2,Post Graduate - स्नातकोत्तर,Post Graduate - முதுகலை,Post Graduate - পোস্ট গ্রাজুয়েট,Post Graduate - ଟେକ୍ନିକାଲ/ ପ୍ରଫେସନାଲ ଶିକ୍ଷା,Post Graduate - স্নাতকোত্তৰ
57,Pregnant Women,456,Highest Class passed Husband,S,2,1081,Technical/Professional Education,2,Technical/Professional Education - तकनीकी/व्यावसायिक शिक्षा,Technical/Professional Education - தொழில்நுட்பக்கல்வி,Technical/Professional Education - কারিগরি / পেশাগত শিক্ষা,Technical/Professional Education - ଟେକ୍ନିକାଲ/ ପ୍ରଫେସନାଲ ଶିକ୍ଷା,Technical/Professional Education - অন্য কাৰিকৰী বা পেশাগত শিক্ষা
57,Pregnant Women,457,Occupation of Husband,S,2,1083,Unemployed,2,Unemployed - बेरोज़गार,Unemployed - வேலையற்றவர்,Unemployed - অক্রিয়,Unemployed - ବେକାର,Unemployed - নিবনুৱা
57,Pregnant Women,457,Occupation of Husband,S,2,1084,Agricultural labour,2,Agricultural labour - खेतिहर मज़दूर,Agricultural labour - விவசாய கூலி,Agricultural labour - কৃষি শ্রমিক,Agricultural labour - କୃଷି ଶ୍ରମିକ,Agricultural labour - কৃষি শ্রমিক
57,Pregnant Women,457,Occupation of Husband,S,2,1085,Casual labour and other labour work,2,Casual labour and other labour work - आकस्मिक मज़दूरी एवं अन्य मज़दूरी कार्य,Casual labour and other labour work - சாதாரண தொழிலாளி,Casual labour and other labour work - আকস্মিক শ্রম এবং অন্যান্য শ্রম কর্ম,Casual labour and other labour work - ଅନୌପଚାରିକ ଶ୍ରମ କିମ୍ବା ଅନ୍ୟ ଶ୍ରମ କାମ,Casual labour and other labour work - সাধাৰন শ্ৰমিক
57,Pregnant Women,457,Occupation of Husband,S,2,1086,Agriculture/ dairy/ fishery and other allied work,2,"Agriculture/ dairy/ fishery and other allied work - कृषि, डेयरी, मछली-पालन एवं अन्य संबंधित कामकाज","Agriculture/ dairy/ fishery and other allied work - விவசாயம்/பால்பண்ணை/மீன்பிடித்தல், அதையொத்த பிற பணிகள்",Agriculture/ dairy/ fishery and other allied work - কৃষি / দুগ্ধ / মৎস্য এবং অন্যান্য সংশ্লিষ্ট কাজ,"Agriculture/ dairy/ fishery and other allied work - କୃଷି, ଦୁଗ୍ଧ ଉତ୍ପାଦନ, ମାଛ ସଂଗ୍ରହ ଏବଂ ଅନ୍ୟାନ୍ୟ ଆନୁଷଙ୍ଗିକ କାର୍ଯ୍ୟ",Agriculture/ dairy/ fishery and other allied work - খতি/গো পালন/ ফিচাৰি আদি অন্য কাম
57,Pregnant Women,457,Occupation of Husband,S,2,1087,Self employed/ business/ vending/ trading,2,Self employed/ business/ vending/ trading - स्वरोज़गार/व्यापार/विक्रेता/ट्रेडिंग,Self employed/ business/ vending/ trading - சொந்த வேலை/வியாபாரம்/விற்பனை/வர்த்தகம்,Self employed/ business/ vending/ trading - স্বয়ং নিযুক্ত / ব্যবসায় / বিক্রয় / ট্রেডিং,Self employed/ business/ vending/ trading - ସ୍ୱରୋଜଗାରକ୍ଷମ/ ବ୍ୟବସାୟ/ ବେପାର/ ଟ୍ରେଡିଂ,Self employed/ business/ vending/ trading - নিজে প্ৰতিস্থিত/ ব্যবসায়/ বেপাৰ বনিজ
57,Pregnant Women,457,Occupation of Husband,S,2,1088,Salaried (Government/ Private),2,Salaried (Government/ Private) - वेतनभोगी,Salaried (Government/ Private) - மாத சம்பளம் (அரசு/தனியார்துறை),Salaried (Government/ Private) - বৈতনিক,Salaried (Government/ Private) - ଦରମାପ୍ରାପ୍ତ,Salaried (Government/ Private) - দৰ্মহা ভোগী
57,Pregnant Women,457,Occupation of Husband,S,2,1089,Artisan,2,Artisan - कारीगरी,Artisan - கைவினைஞர்,Artisan - শিল্পী,Artisan - କାରିଗର,Artisan - শিল্পী
57,Pregnant Women,457,Occupation of Husband,S,2,1090,Domestic work,2,Domestic work - घरेलू कार्य,Domestic work - வீட்டு வேலை,Domestic work - গৃহস্থলী কর্ম,Domestic work - ଘରୋଇ କାମ,Domestic work - ঘৰুৱা কাম
57,Pregnant Women,457,Occupation of Husband,S,2,1091,Others,2,Others - अन्य,Others - மற்றவை,Others - অন্যরা,Others - ଅନ୍ୟାନ୍ୟ,Others - অন্যান্য
57,Pregnant Women,458,Age of mother,T,2,1092,NULL,2,,,Null- খালি,NULL-ନୁଁଲଲ ,প্ৰযোজ্য নহয়
57,Pregnant Women,459,Highest class passed - Mother,S,2,1093,Illiterate,2,Illiterate - निरक्षर,Illiterate - படிக்காதவர்,Illiterate - নিরক্ষর,Illiterate - ଅଶିକ୍ଷିତ,Illiterate - অশিক্ষিত
57,Pregnant Women,459,Highest class passed - Mother,S,2,1094,Class 1,2,Class 1 - कक्षा 1,Class 1 - வகுப்பு 1,Class 1 - ক্লাস 1,Class 1 - ପ୍ରଥମ ଶ୍ରେଣୀ,Class 1 - শ্ৰেণী - ১
57,Pregnant Women,459,Highest class passed - Mother,S,2,1095,Class 2,2,Class 2 - कक्षा 2,Class 2 - வகுப்பு 2,Class 2 - ক্লাস 2,Class 2 - ଦ୍ୱିତୀୟ ଶ୍ରେଣୀ,Class 2 - শ্ৰেণী - ২
57,Pregnant Women,459,Highest class passed - Mother,S,2,1096,Class 3,2,Class 3 - कक्षा 3,Class 3 - வகுப்பு 3,Class 3 - ক্লাস 3,Class 3 - ତୃତୀୟ ଶ୍ରେଣୀ,Class 3 - শ্ৰেণী - ৩
57,Pregnant Women,459,Highest class passed - Mother,S,2,1097,Class 4,2,Class 4 - कक्षा 4,Class 4 - வகுப்பு 4,Class 4 - ক্লাস 4,Class 4 - ଚତୁର୍ଥ ଶ୍ରେଣୀ,Class 4 - শ্ৰেণী - ৪
57,Pregnant Women,459,Highest class passed - Mother,S,2,1098,Class 5,2,Class 5 - कक्षा 5,Class 5 - வகுப்பு 5,Class 5 - ক্লাস 5,Class 5 - ପଂଚମ ଶ୍ରେଣୀ,Class 5 - শ্ৰেণী - ৫
57,Pregnant Women,459,Highest class passed - Mother,S,2,1099,Class 6,2,Class 6 - कक्षा 6,Class 6 - வகுப்பு 6,Class 6 - ক্লাস 6,Class 6 - ଷଷ୍ଠ ଶ୍ରେଣୀ,Class 6 - শ্ৰেণী - ৬
57,Pregnant Women,459,Highest class passed - Mother,S,2,1100,Class 7,2,Class 7 - कक्षा 7,Class 7 - வகுப்பு 7,Class 7 - ক্লাস 7,Class 7 - ସପ୍ତମ ଶ୍ରେଣୀ,Class 7 - শ্ৰেণী - ৭
57,Pregnant Women,459,Highest class passed - Mother,S,2,1101,Class 8,2,Class 8 - कक्षा 8,Class 8 - வகுப்பு 8,Class 8 - ক্লাস 8,Class 8 - ଅଷ୍ଟମ ଶ୍ରେଣୀ,Class 8 - শ্ৰেণী - ৮
57,Pregnant Women,459,Highest class passed - Mother,S,2,1102,Class 9,2,Class 9 - कक्षा 9,Class 9 - வகுப்பு 9,Class 9 - ক্লাস 9,Class 9 - ନବମ ଶ୍ରେଣୀ,Class 9 - শ্ৰেণী - ৯
57,Pregnant Women,459,Highest class passed - Mother,S,2,1103,Class 10,2,Class 10 - कक्षा 10,Class 10 - வகுப்பு 10,Class 10 - ক্লাস 10,Class 10 - ଦଶମ ଶ୍ରେଣୀ,Class 10 - শ্ৰেণী - ১০
57,Pregnant Women,459,Highest class passed - Mother,S,2,1104,Class 11,2,Class 11 - कक्षा 11,Class 11 - வகுப்பு 11,Class 11 - ক্লাস 11,Class 11 - ଏକାଦଶ ଶ୍ରେଣୀ,Class 11 - শ্ৰেণী - ১১
57,Pregnant Women,459,Highest class passed - Mother,S,2,1105,Class 12,2,Class 12 - कक्षा 12,Class 12 - வகுப்பு 12,Class 12 - ক্লাস 12,Class 12 - ଦ୍ୱାଦଶ ଶ୍ରେଣୀ,Class 12 - শ্ৰেণী - ১২
57,Pregnant Women,459,Highest class passed - Mother,S,2,1106,Graduate,2,Graduate - स्नातक,Graduate - இளங்கலை,Graduate - স্নাতক,Graduate - ଗ୍ରାଜୁଏଟ୍,Graduate - স্নাতক
57,Pregnant Women,459,Highest class passed - Mother,S,2,1107,Post Graduate,2,Post Graduate - स्नातकोत्तर,Post Graduate - முதுகலை,Post Graduate - পোস্ট গ্রাজুয়েট,Post Graduate - ଟେକ୍ନିକାଲ/ ପ୍ରଫେସନାଲ ଶିକ୍ଷା,Post Graduate - স্নাতকোত্তৰ
57,Pregnant Women,459,Highest class passed - Mother,S,2,1108,Technical/Professional Education,2,Technical/Professional Education - तकनीकी/व्यावसायिक शिक्षा,Technical/Professional Education - தொழில்நுட்பக்கல்வி,Technical/Professional Education - কারিগরি / পেশাগত শিক্ষা,Technical/Professional Education - ଟେକ୍ନିକାଲ/ ପ୍ରଫେସନାଲ ଶିକ୍ଷା,Technical/Professional Education - অন্য কাৰিকৰী বা পেশাগত শিক্ষা
57,Pregnant Women,460,Occupation of the mother,S,2,1109,Unemployed,2,Unemployed - बेरोज़गार,Unemployed - வேலை இல்லாதவர்,Unemployed - অক্রিয়,Unemployed - ବେକାର,Unemployed - নিবনুৱা
57,Pregnant Women,460,Occupation of the mother,S,2,1110,Agricultural labour,2,Agricultural labour - खेतिहर मज़दूर,Agricultural labour - விவசாய கூலி,Agricultural labour - কৃষি শ্রমিক,Agricultural labour - କୃଷିକ୍ଷେତ୍ର ଶ୍ରମିକ,Agricultural labour - কৃষি শ্রমিক
57,Pregnant Women,460,Occupation of the mother,S,2,1111,Casual labour and other labour work,2,Casual labour and other labour work - आकस्मिक मज़दूरी एवं अन्य मज़दूरी कार्य,Casual labour and other labour work - மற்ற தினக்கூலி தொழிலாளி,Casual labour and other labour work - আকস্মিক শ্রম এবং অন্যান্য শ্রম কর্ম,Casual labour and other labour work - ଅନୌପଚାରିକ ଶ୍ରମ କିମ୍ବା ଅନ୍ୟ ଶ୍ରମ କାମ,Casual labour and other labour work - সাধাৰন শ্ৰমিক
57,Pregnant Women,460,Occupation of the mother,S,2,1112,Agriculture/ dairy/ fishery and other allied work,2,"Agriculture/ dairy/ fishery and other allied work - कृषि, डेयरी, मछली-पालन एवं अन्य संबंधित कामकाज","Agriculture/ dairy/ fishery and other allied work - விவசாயம்/பால்பண்ணை/மீன்பிடித்தல், அதையொத்த பிற பணிகள் ",Agriculture/ dairy/ fishery and other allied work - কৃষি / দুগ্ধ / মৎস্য এবং অন্যান্য সংশ্লিষ্ট কাজ,"Agriculture/ dairy/ fishery and other allied work - କୃଷି, ଦୁଗ୍ଧ ଉତ୍ପାଦନ, ମାଛ ସଂଗ୍ରହ ଏବଂ ଅନ୍ୟାନ୍ୟ ଆନୁଷଙ୍ଗିକ କାର୍ଯ୍ୟ",Agriculture/ dairy/ fishery and other allied work - খতি/গো পালন/ ফিচাৰি আদি অন্য কাম
57,Pregnant Women,460,Occupation of the mother,S,2,1113,Self employed/ business/ vending/ trading,2,Self employed/ business/ vending/ trading - स्वरोज़गार/व्यापार/विक्रेता/ट्रेडिंग,Self employed/ business/ vending/ trading - சுயதொழில்/வியாபாரம்/விற்பனை/வர்த்தகம்,Self employed/ business/ vending/ trading - স্বয়ং নিযুক্ত / ব্যবসায় / বিক্রয় / ট্রেডিং,Self employed/ business/ vending/ trading - ସ୍ୱରୋଜଗାରକ୍ଷମ/ ବ୍ୟବସାୟ/ ବେପାର/ ଟ୍ରେଡିଂ,Self employed/ business/ vending/ trading - নিজে প্ৰতিস্থিত/ ব্যবসায়/ বেপাৰ বনিজ
57,Pregnant Women,460,Occupation of the mother,S,2,1114,Salaried (Government/ Private),2,Salaried (Government/ Private) - वेतनभोगी,Salaried (Government/ Private) - மாத சம்பளம் (அரசு/தனியார்துறை),Salaried (Government/ Private) - বৈতনিক,Salaried (Government/ Private) - ଦରମାପ୍ରାପ୍ତ,Salaried (Government/ Private) - দৰ্মহা ভোগী
57,Pregnant Women,460,Occupation of the mother,S,2,1115,Artisan,2,Artisan - कारीगरी,Artisan - கைவினைஞர்,Artisan - শিল্পী,Artisan - କାରିଗର,Artisan - শিল্পী
57,Pregnant Women,460,Occupation of the mother,S,2,1116,Domestic work,2,Domestic work - घरेलू कार्य,Domestic work - வீட்டு வேலை,Domestic work - গৃহস্থলী কর্ম,Domestic work - ଘରୋଇ କାମ,Domestic work - ঘৰুৱা কাম
57,Pregnant Women,460,Occupation of the mother,S,2,1117,Others,2,Others - अन्य,Others - பிற,Others - অন্যরা,Others - କେବଳ ଗ୍ରାମରେ ରହିଛି ଏବଂ ଗ୍ରାମରେ ରହୁଛନ୍ତି,Others - অন্যান্য
57,Pregnant Women,461,Residential Status,S,2,1118,From this village only and stays in the village,2,From this village only and stays in the village - इस गांव से केवल गांव में रहता है,From this village only and stays in the village - இதே கிராமத்தை சேர்ந்தவர் மற்றும் இங்கேயே வசிக்கிறா,From this village only and stays in the village - এই গ্রাম থেকে শুধু গ্রামে থাকে এবং গ্রামে থাকে,From this village only and stays in the village - ଅନ୍ୟ ଗ୍ରାମରେ ରହିଛି ଏବଂ ସେଠାକୁ ଯାଇ ରହୁଛନ୍ତି,From this village only and stays in the village - এইখন গাওৰে/ইয়াতে থাকে
57,Pregnant Women,461,Residential Status,S,2,1119,From other village and shifted this location,2,From other village and shifted this location - दूसरे गांव के हैं और यहाँ रहने आये हैं,From other village and shifted this location - வேறு கிராமத்தை சேர்ந்தவர் ஆனால் இங்கே மாற்றி வந்திருக்கிறா,From other village and shifted this location - অন্য গ্রাম থেকে এবং এই অবস্থান স্থানান্তর,From other village and shifted this location - ଗ୍ରାମରୁ ଅନ୍ୟ ସ୍ଥାନକୁ ସ୍ଥାନାନ୍ତର ହୋଇଛନ୍ତି,From other village and shifted this location - এইখন গাওৰে/বেলেগত থকে
57,Pregnant Women,461,Residential Status,S,2,1120,Migrated out of the village to another place,2,Migrated out of the village to another place - गांव से दूसरे स्थान पर पहुंचे,Migrated out of the village to another place - வேறு இடத்திற்கு இடம்பெயர்ந்து சென்று விட்டனர்,Migrated out of the village to another place - গ্রাম থেকে অন্য জায়গায় স্থানান্তরিত,Migrated out of the village to another place - ଅନ୍ୟ ସ୍ଥାନକୁ ସ୍ଥାୟୀ ଭାବେ ସ୍ଥାନାନ୍ତର ହୋଇଛନ୍ତି,Migrated out of the village to another place - গাও এৰি অস্থায়ীভাৱে বেলেগত থাকে
57,Pregnant Women,461,Residential Status,S,2,1121,Migrated permanently out of the village to another place,2,Migrated permanently out of the village to another place - गांव से बाहर अन्य स्थान पर स्थायी रूप से प्रवासित हुए हैं,Migrated permanently out of the village to another place - நிரந்தரமாக வேறு இடத்திற்கு இடம்பெயர்ந்து சென்று விட்டனர்,Migrated permanently out of the village to another place - স্থায়ীভাবে গ্রাম থেকে অন্য জায়গায় স্থানান্তরিত,Migrated permanently out of the village to another place - ଅନ୍ୟ ସ୍ଥାନକୁ ସ୍ଥାୟୀ ଭାବେ ସ୍ଥାନାନ୍ତର ହୋଇଛନ୍ତି,Migrated permanently out of the village to another place - গাঁও এৰি স্থায়িভাবে বেলেগত থাকে
57,Pregnant Women,462,Month of in migration or out migration,S,2,1123,January,2,January - जनवरी,January - ஜனவரி,January - ஜனவரி,January - জানুয়ারী,January -জানুৱাৰী
57,Pregnant Women,462,Month of in migration or out migration,S,2,1124,February,2,February - फ़रवरी,February - பிப்ரவரி,February - ফেব্রুয়ারি,February - ଫେବୃଆରୀ,February - ফেব্রুৱাৰী
57,Pregnant Women,462,Month of in migration or out migration,S,2,1125,March,2,March - मार्च,March - மார்ச்,March - মার্চ,March - ମାର୍ଚ,March - মার্চ
57,Pregnant Women,462,Month of in migration or out migration,S,2,1126,April,2,April - अप्रैल,April - ஏப்ரல்,April - এপ্রিল,April - ଏପ୍ରିଲ,April - এপ্রিল
57,Pregnant Women,462,Month of in migration or out migration,S,2,1127,May,2,May - मई,May - மே,May - মে,May - ମଇ,May - মে’
57,Pregnant Women,462,Month of in migration or out migration,S,2,1128,June,2,June - जून,June - ஜூன்,June - জুন,June - ଜୁନ,June - জুন
57,Pregnant Women,462,Month of in migration or out migration,S,2,1129,July,2,July - जुलाई,July - ஜூலை,July - জুলাই,July - ଜୁଲାଇ,July - জুলাই
57,Pregnant Women,462,Month of in migration or out migration,S,2,1130,August,2,August - अगस्त,August - ஆகஸ்ட்,August - অগাস্ট,August - ଅଗଷ୍ଟ,August - অগষ্ট
57,Pregnant Women,462,Month of in migration or out migration,S,2,1131,September,2,September - सितम्बर,September - செப்டம்பர்,September - সেপ্টেম্বর,September - ସେପ୍ଟେମ୍ବର,September - চেপ্টেম্বৰ
57,Pregnant Women,462,Month of in migration or out migration,S,2,1132,October,2,October - अक्टूबर,October - அக்டோபர்,October - অক্টোবর,October - ଅକ୍ଟୋବର,October - অক্টোবৰ
57,Pregnant Women,462,Month of in migration or out migration,S,2,1133,November,2,November - नवम्बर,November - நவம்பர்,November - নভেম্বর,November - ନଭେମ୍ବର,November - নবেম্বৰ
57,Pregnant Women,462,Month of in migration or out migration,S,2,1134,December,2,December - दिसम्बर,December - டிசம்பர்,December - ডিসেম্বর,December - ଡିସେମ୍ବର,December - ডিচেম্বৰ
57,Pregnant Women,463,MCP/MCH Card made?,R,2,1135,Yes,2,Yes - हाँ,Yes - ஆம்,Yes - হ্যাঁ ,Yes - ହଁ,Yes - হয়
