Form Id,Form Name,ID,Question Name,Question Type,Question Acitve Status,Hindi,Tamil,Bangla,Odiya, Ahomia
50,Child Education,313,If dropout primary reason,S,2,"If dropout primary reason - यदि स्कूल छोड़ दिया, तो प्राथमिक कारण",If dropout primary reason - இடை நிற்றலுக்கான அடிப்படை காரணங்கள்,If dropout primary reason - যদি প্রাথমিকে বিদ্যালয় ছুট হয় তবে কারন,"If dropout primary reason - ଯଦି ଶିଶୁଟି ଅଧାରୁ ବିଦ୍ୟାଳୟକୁ ଯିବା ଛାଡ଼ିଦେଇଛି, ପ୍ରାଥମିକ କାରଣ","If dropout primary reason - যদি শিশুটো ড্ৰপ আউট হৈছে, প্ৰাথমিক কাৰণ "
50,Child Education,314,If dropout secondary reason,S,2,"If dropout secondary reason - यदि स्कूल छोड़ दिया, तो द्वितीयक कारण",If dropout secondary reason - இடை நிற்றலுக்கான இரண்டாம் நிலை காரணங்கள்,If dropout secondary reason - যদি মাধ্যমিক স্তরে বিদ্যালয় ছুট হয় তবে কারন,"If dropout secondary reason - ଯଦି ଶିଶୁଟି ଅଧାରୁ ବିଦ୍ୟାଳୟକୁ ଯିବା ଛାଡ଼ିଦେଇଛି,ଦ୍ୱିିତୀୟ କାରଣ",If dropout secondary reason - যদি ড্ৰপ আউট হৈছে দ্বিতীয় কাৰণ
50,Child Education,315,"If dropout, tertiary reason",S,2,"If dropout, tertiary reason - यदि स्कूल छोड़ दिया, तो तृतीयक कारण","If dropout, tertiary reason - இடை நிற்றலுக்கான மூன்றாம் நிலை காரணங்கள்","If dropout, tertiary reason - যদি মাধ্যমিকের পরে বিদ্যালয় ছুট হয় তার কারন","If dropout, tertiary reason - ଯଦି ଶିଶୁଟି ଅଧାରୁ ବିଦ୍ୟାଳୟକୁ ଯିବା ଛାଡ଼ିଦେଇଛି, ତୃତୀୟ କାରଣ","If dropout, tertiary reason - যদি ড্ৰপ আউট হৈছে, অন্য কাৰণ "
50,Child Education,316,"If never enrolled, primary reason",S,2,"If never enrolled, primary reason - अगर कभी नामांकित नहीं किया गया, प्राथमिक कारण","If never enrolled, primary reason - பள்ளியில் சேர்க்கப்படவில்லை என்றால் காரணம் - அடிப்படை ","If never enrolled, primary reason - যদি কখনো ভর্ত্তি না হয়ে থাকে তাহলে কারন - প্রাথমিক","If never enrolled, primary reason - ଯଦି କେବେ ବି ପଂଜୀକୃତ ହୋଇନାହାନ୍ତି , କାରଣ- ପ୍ରଥମ","If never enrolled, primary reason - যদি কেতিয়াও নামভৰ্তি হোৱা নাই, তাৰ প্ৰাথমিক কাৰণ"
50,Child Education,317,"If never enrolled, secondary reason",S,2,"If never enrolled, secondary reason - यदि पहले कभी दर्ज नहीं हुआ, कारण- दूसरा","If never enrolled, secondary reason - பள்ளியில் சேர்க்கப்படாததற்கான காரணங்கள் -இரண்டாம் நிலை ","If never enrolled, secondary reason - যদি কখনো ভর্ত্তি না হয়ে থাকে কারন - মাধ্যমিক","If never enrolled, secondary reason - କେବେ ବି ପଂଜୀକୃତ ହୋଇନାହାନ୍ତ, କାରଣ- ଦ୍ୱିତୀୟ ","If never enrolled, secondary reason - যদি কেতিয়াও নামভৰ্তি হোৱা নাই, তাৰ দ্বিতীয় কাৰণ"
50,Child Education,318,"If never enrolled, tertiary reason",S,2,"If never enrolled, tertiary reason - यदि पहले कभी दर्ज नहीं हुआ, कारण- तीसरा","If never enrolled, tertiary reason - பள்ளியில் சேர்க்கப்படாததற்கான காரணங்கள் - மூன்றாம் நிலை ","If never enrolled, tertiary reason - যদি কখনো ভর্ত্তি না হয়ে থাকে - উচ্চমাধ্যমিক বা তার পরে ","If never enrolled, tertiary reason - କେବେ ବି ପଂଜୀକୃତ ହୋଇନାହାନ୍ତ, କାରଣ- ତୃତୀୟ","If never enrolled, tertiary reason - যদি কেতিয়াও নামভৰ্তি হোৱা নাই, তাৰ অন্য কাৰণ"
50,Child Education,319,Type of School,R,2,Type of School - स्कूल का प्रकार,Type of School - பள்ளியின் வகை,Type of School - বিদ্যালয়ের ধরণ,Type of School - ବିଦ୍ୟାଳୟର ପ୍ରକାର,Type of School - স্কুলৰ প্ৰকাৰ
50,Child Education,320,Free text books received,R,2,Free text books available - निःशुल्क पाठ्यपुस्तकें उपलब्ध,Free text books available - இலவச பாடபுத்தகங்கள் உள்ளனவா,Free text books available - বিনা পয়সায় পাঠ্যপুস্তক পাওয়া যায়,Free text books available - ମାଗଣା ପାଠ୍ୟପୁସ୍ତକ ଦିଆଯାଇଛି,Free text books available - বিনামুলিয়া পাঠ্যপুথি উপলব্ধতা
50,Child Education,321,Free uniform received,R,2,Free uniform available -निःशुल्क गणवेश उपलब्ध,Free uniform available - இலவச சீருடைகள் உள்ளனவா,Free uniform available - বিনা পয়সায় স্কুলের পোষাক পাওয়া যায়,Free uniform available - ମାଗଣା ବିଦ୍ୟାଳୟ ପୋଷାକ ଦିଆଯାଇଛି,Free uniform available - বিনামুলিয়া ইউনিফৰ্মৰ উপলব্ধতা
50,Child Education,322,HH Chores involvement,R,2,HH Chores involvement - घरेलू कामकाज में लगाया जाना,HH Chores involvement - வீட்டு வேலைகளில் ஈடுபாடு,HH Chores involvement - বাড়ির টুকিটাকি কাজে যুক্ত থাকে,HH Chores involvement - ଘରୋଇ କାର୍ଯ୍ୟରେ ସଂପୃକ୍ତି,HH Chores involvement - ঘৰুৱা কামত জৰিত নেকি
50,Child Education,323,HH Chores involvement -Before school,R,2,HH Chores involvement -Before school - स्कूल जाने के पहले घरेलू कामकाज में लगाया जाना,HH Chores involvement -Before school - வீட்டு வேலைகளில் ஈடுபாடு- பள்ளிக்கு போகும் முன்,HH Chores involvement -Before school - স্কুল যাওয়ার আগে বাড়ির টুকিটাকি কাজ করে,HH Chores involvement -Before school - ଘରୋଇ କାର୍ଯ୍ୟରେ ସଂପୃକ୍ତି - ବିଦ୍ୟାଳୟ ଯିବା ପୂର୍ବରୁ,HH Chores involvement -Before school - স্কুল যোৱাৰ আগত ঘৰুৱা কাম থাকে নেকি
50,Child Education,324,HH Chores involvement - After coming from school,R,2,HH Chores involvement - After coming from school - स्कूल से आने के बाद घरेलू कामकाज में लगाया जाना,HH Chores involvement - After coming from school - வீட்டு வேலைகளில் ஈடுபாடு- பள்ளியிலிருந்து வந்த பின்பு,HH Chores involvement - After coming from school - স্কুল থেকে ফেরার পরে বাড়ির টুকি্টাকি কাজে যুক্ত থাকে,HH Chores involvement - After coming from school - ଘରୋଇ କାର୍ଯ୍ୟରେ ସଂପୃକ୍ତି - ବିଦ୍ୟାଳୟ ରୁ ଆସିବା ପରେ,HH Chores involvement - After coming from school - স্কুলৰ পৰা আহি ঘৰুৱা কাম থাকে নেকি
51,School Education Retention,325,Name of Father,T,0,Name of Father - पिता का नाम,Name of Father - தந்தையின் பெயர்,Name of Father - বাবার নাম,Name of Father - ପିତାଙ୍କ ନାମ,পিতৃৰ নাম
51,School Education Retention,326,Date of Collection,D,2,Date of Collection - संग्रह की तारीख,Date of Collection - சேகரிப்பு தேதி,Date of collection- সংগ্রহের তারিখ ,0,সংগ্ৰহৰ তাৰিখ
51,School Education Retention,327,Current Class,S,2,Current Class - वर्तमान कक्षा,Current Class - குழந்தை தற்போது பயிலும் வகுப்பு,Current Class - বর্তমান শ্রেণি (শিশু শিক্ষা) - Q4,Current Class - ଶିଶୁ ର ବର୍ତମାନ ଶ୍ରେଣୀ ( ଶିଶୁ ଶିକ୍ଷା),Current Class - বর্তমান শ্রেণী (শিশু শিক্ষা) - Q4
51,School Education Retention,328,Regular or Irregular,R,2,Regular or Irregular - नियमित या अनियमित,Regular or Irregular - தொடர்ந்து பள்ளிக்கு வருதல்/ஒழுங்கற்ற வருகை,Regular or Irregular - নিয়মিত/অনিয়মিত (শিশু শিক্ষা) -Q4,Regular or Irregular - ନିୟମିତ /ଅନିୟମିତ ( ଶିଶୁ ଶିକ୍ଷା),Regular or Irregular - নিয়মিত/অনিয়মিত (শিশু শিক্ষা) -Q4
51,School Education Retention,329,Reason for not in school - primary reason,S,2,Reason for not in school - primary reason - स्कूल में नहीं - प्राथमिक कारण,Reason for not in school - primary reason - பள்ளியில் இல்லமைக்கான காரணங்கள்-அடிப்படை காரணங்கள்,Reasons for not in Primary Schoo-l প্রাথমিক বিদ্যালয়ে না থাকার কারণগুলো,0,Reason for not in school - primary reason - স্কুলক নোযোৱাৰ প্ৰাথমিক কাৰণ
51,School Education Retention,330,Secondary reason for not in school,S,2,Secondary reason for not in school - स्कूल में नहीं के लिए माध्यमिक कारण,Secondary reason for not in school - பள்ளியில் இல்லமைக்கான காரணங்கள்-இரண்டாம் நிலை காரணங்கள்,Secondary reason for not in school - স্কুলে না থাকার কারন - গৌন কারন,Secondary reason for not in school - ବିଦ୍ୟାଳୟରେ ନ ଥିବା ର କାରଣ - ଦ୍ୱିତୀୟ କାରଣ,Secondary reason for not in school - স্কুলক নোযোৱাৰ দ্বিতীয় কাৰণ
51,School Education Retention,331,Tertiary reason for not in school,S,2,Tertiary reason for not in school - स्कूल में नहीं होने के लिए तृतीयक कारण,Tertiary reason for not in school - பள்ளியில் இல்லமைக்கான காரணங்கள்-மூன்றம் நிலை காரணங்கள்,Tertiary reason for not in school - স্কুলে না থাকার কারন - অন্যান্য কারন,Tertiary reason for not in school - ବିଦ୍ୟାଳୟରେ ନ ଥିବା ର କାରଣ - ତୃତୀୟ କାରଣ,Tertiary reason for not in school - স্কুলক নোযোৱাৰ অন্য কাৰণ
50,Child Education,334,Other information,T,0,Other information - अन्य सूचना,Other information - பிற தகவல்,Other information-অন্যান্য তথ্য ,"Other information - ଯଦି ଅନ୍ୟ କିଛି, ଉଲ୍ଲେଖ କରନ୍ତୁ",Other information - অন্য খবৰ
54,Village Information,340,Rural or Urban,R,0,Rural or Urban - ग्रामीण/शहरी,Rural or Urban - கிராமம்/நகரம்,Rural or Urban - গ্রাম/শহর,Rural or Urban - ଗ୍ରାମ/ ସହର,Rural or Urban - ( গ্ৰাম্য/চহৰীয়া )
54,Village Information,341,Primary school available,R,2,Primary school available - प्राथमिक स्कूल उपलब्ध,Primary school available - தொடக்கப்பள்ளி இருக்கிறதா,Primary school available - প্রাথমিক বিদ্যালয় আছে,Primary school available - ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟ ଅଛି କି ନାହିଁ,Primary school available - ( প্ৰাথমিক স্কুল )
54,Village Information,342,Primary School Name,T,2,Primary School ID - प्राथमिक स्कूल आई डी,Primary School ID - தொடக்கப்பள்ளியின் அடையாள எண்,Primary School ID - প্রাথমিক বিদ্যালয়ের ID,Primary School ID - ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟର ପରିଚୟ ପତ୍ର,Primary School ID - ( স্কুল আই.ডি )
54,Village Information,343,Lowest class in Primary School,S,2,Lowest class in Primary School -प्राथमिक स्कूल की निम्नतम कक्षा,Lowest class in Primary School -தொடக்கப்பள்ளியின் குறைந்த வகுப்பு,Lowest class in Primary School - প্রাথমিক বিদ্যালয়ের সর্ব নিম্ন শ্রেণি,Lowest class in Primary School - ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟର ସର୍ବନିମ୍ନ ଶ୍ରେଣୀ,Lowest class in Primary School - ( স্কুলত নিম্ন ক্লাচ)
54,Village Information,344,Highest class in Primary School,S,2,Highest class in Primary School - प्राथमिक स्कूल की उच्चतम कक्षा,Highest class in Primary School - தொடக்கப்பள்ளியில் இருக்கும் அதிகபட்ச வகுப்பு,Highest class in Primary School - প্রাথমিক বিদ্যালয়ের সর্বোচ্চ শ্রেণি,Highest class in Primary School - ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟର ସର୍ବୋଚ୍ଚ ଶ୍ରେଣୀ,Highest class in Primary School - ( স্কুলত উচ্চ ক্লাচ)
54,Village Information,345,Category of Primary School,S,2,Category of Primary School - प्राथमिक स्कूल की श्रेणी,Category of Primary School - பள்ளியின் வகை,Category of Primary School - প্রাথমিক বিদ্যালয়ের শ্রেণি বিভাগ,Category of Primary School - ବିଦ୍ୟାଳୟର ବର୍ଗ,Category of Primary School - ( প্ৰাথমিক স্কুলৰ প্ৰকাৰ )
54,Village Information,346,Distance of the Primary School(in kms),T,2,Distance of the Primary School - प्राथमिक स्कूल की गांव से दूरी,Distance of the Primary School - தொடக்கப்பள்ளி இருக்கும் தொலைவு,Distance of the Primary School - প্রাথমিক বিদ্যালয়ের দূরত্ব,Distance of the Primary School - ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟର ଦୂରତ୍ୱ,Distance of the Primary School - (গাওঁৰ পৰা স্কুললৈ দুৰত্ব )
54,Village Information,347,Barriers for accessing Primary School,S,2,Barriers for accessing Primary School - प्राथमिक स्कूल की पहुँच में बाधायें,Barriers for accessing Primary School - பள்ளிக்கு செல்வதில் இருக்கும் தடைகள்,Barriers for accessing Primary School - প্রাথমিক বিদ্যালয়ে পৌঁছানোর ক্ষেত্র বাধা,Barriers for accessing Primary School - ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟକୁ ଯିବାରେ ବାଧା,Barriers for accessing Primary School - ( স্কুললৈ যোৱাত বাধা )
54,Village Information,348,"If other (primary school), specify",T,2,"If other (primary school), specify - यदि अन्य (स्कूल) है, स्पष्ट करें","If other (primary school), specify - வேறு காரணங்கள் இருந்தால் குறிப்பிடவும் ","If other (primary school), specify - অন্যান্য হলে (প্রাথমিক বিদ্যালয়), নির্দিষ্ট করে লিখুন ","If other (primary school), specify - ଯଦି ଭିନ୍ନ କିଛି(ପ୍ର୍ରାଥମିକ ବିଦ୍ୟାଳୟ) ଉଲ୍ଲେଖ କରନ୍ତୁ","If other (primary school), specify - ( যদি বেলেগ কিবা স্পষ্ট কৰক )"
54,Village Information,349,Upper Primary school available,R,2,Upper Primary school available - उच्च प्राथमिक स्कूल उपलब्ध,Upper Primary school available - நடுநிலைப்பள்ளி இருக்கிறதா,Upper Primary school available - উচ্চতর প্রাথমিক বিদ্যালয় আছে,Upper Primary school available - ଉଚ୍ଚ ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟ ଅଛି କି,Upper Primary school available - ( উচ্চ প্ৰাথমিক স্কুল )
54,Village Information,350,Upper Primary school Name,T,2,Upper Primary school ID - उच्च प्राथमिक स्कूल आई डी,Upper Primary school ID - நடுநிலைப்பள்ளி யின் அடையாள எண்,Upper Primary school ID - উচ্চতর প্রাথমিক বিদ্যালয় ID,Upper Primary school ID - ଉଚ୍ଚ ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟର ପରିଚୟ ପତ୍ର,Upper Primary school ID - ( উচ্চ প্ৰাথমিক স্কুল আই.ডি )
54,Village Information,351,Lowest class in upper primary school,S,2,Lowest class in upper primary school - उच्च प्राथमिक स्कूल की न्यूनतम कक्षा,Lowest class in upper primary school - நடுநிலைப்பள்ளியின் குறைந்த வகுப்பு,Lowest class in upper primary school - উচ্চতর বিদ্যালয়ের নিম্নতম শ্রেণি,Lowest class in upper primary school - ଉଚ୍ଚ ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟର ସର୍ବନିମ୍ନ ଶ୍ରେଣୀ,Lowest class in upper primary school - (উচ্চ প্ৰাথমিক স্কুলত নিম্ন ক্লাচ)
54,Village Information,352,Highest class in upper primary school,S,2,Highest class in upper primary school - उच्च प्राथमिक स्कूल की उच्चतम कक्षा,Highest class in upper primary school - நடுநிலைப்பள்ளியில் இருக்கும் அதிகபட்ச வகுப்பு,Highest class in upper primary school - উচ্চতর বিদ্যালয়ের উচ্চতম শ্রেণি,Highest class in upper primary school - ଉଚ୍ଚ ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟର ସର୍ବୋଚ୍ଚ ଶ୍ରେଣୀ,Highest class in upper primary school - (উচ্চ প্ৰাথমিক স্কুলত উচ্চ ক্লাচ)
54,Village Information,353,Category of upper primary school,S,2,Category of upper primary school - उच्च प्राथमिक स्कूल की श्रेणी,Category of upper primary school - பள்ளியின் வகை,Category of upper primary school - উচ্চতর বিদ্যালয়ের শ্রেণি বিভাগ,Category of upper primary school - ଉଚ୍ଚ ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟର ବର୍ଗ,Category of upper primary school - (উচ্চ প্ৰাথমিক স্কুলৰ প্ৰকাৰ )
54,Village Information,354,Distance of the upper primary school from village(in kms),T,2,Distance of the upper primary school from village - उच्च प्राथमिक स्कूल की गांव से दूरी,Distance of the upper primary school from village - நடுநிலைப்பள்ளி இருக்கும் தொலைவு,Distance of the upper primary school from village - উচ্চতর বিদ্যালয়ের দূরত্ব,Distance of the upper primary school from village - ଉଚ୍ଚ ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟର ଦୂରତ୍ୱ,Distance of the upper primary school from village - (স্কুললৈ দুৰত্ব ) )
54,Village Information,355,Barriers for accessing upper primary school,S,2,Barriers for accessing upper primary school - उच्च प्राथमिक स्कूल की पहुँच में बाधायें,Barriers for accessing upper primary school - பள்ளிக்கு செல்வதில் இருக்கும் தடைகள்,Barriers for accessing upper primary school - উচ্চতর বিদ্যালয়ের যাওয়ার বাধা,Barriers for accessing upper primary school - ଉଚ୍ଚ ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟକୁ ଯିବାରେ ବାଧା,Barriers for accessing upper primary school - ( স্কুললৈ যোৱাত বাধা )
54,Village Information,356,If other,T,2,"If other - यदि अन्य, स्पष्ट करें",If other - வேறு காரணங்கள் இருந்தால் குறிப்பிடவும்,If other - অন্য কিছু হলে নির্দিষ্ট করে বলুন,"If other - ଯଦି ଭିନ୍ନ କିଛି, ଉଲ୍ଲେଖ କର","If other - (যদি কিবা বেলেগ, স্পষ্ট কৰক )"
54,Village Information,357,Secondary school available,R,2,Secondary school available - माध्यमिक स्कूल उपलब्ध,Secondary school available - உயர்நிலைப்பள்ளி இருக்கிறதா,Secondary school available - মাধ্যমিক বিদ্যালয় আছে কি না,Secondary school available - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟ ଅଛି କି,Secondary school available - (মাধ্যমিক বিদ্যালয় )
54,Village Information,358,Secondary school Name,T,2,Secondary school ID - माध्यमिक स्कूल आई डी,உSecondary school ID - யர்நிலைப்பள்ளியின் அடையாள எண்,Secondary school ID - মাধ্যমিক বিদ্যালয়ের ID,Secondary school ID - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟର ପରିଚୟ ପତ୍ର,Secondary school ID - মাধ্যমিক বিদ্যালয়ের ID
54,Village Information,359,Lowest class in secondary school,S,2,Lowest class in secondary school - माध्यमिक स्कूल की न्यूनतम कक्षा,Lowest class in secondary school - உயர்நிலைப்பள்ளியின் குறைந்த வகுப்பு,Lowest class in secondary school - মাধ্যমিক বিদ্যালয়ের নিম্নতম শ্রেণি,Lowest class in secondary school - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟର ସର୍ବନିମ୍ନ ଶ୍ରେଣୀ,Lowest class in secondary school - ( মাধ্যমিক স্কুলত নিম্ন ক্লাচ )
54,Village Information,360,Highest class in secondary school,S,2,Highest class in secondary school - माध्यमिक स्कूल की उच्चतम कक्षा,Highest class in secondary school - உயர்நிலைப்பள்ளியில் இருக்கும் அதிகபட்ச வகுப்பு,Highest class in secondary school - মাধ্যমিক বিদ্যালয়ের উচ্চতম শ্রেণি,Highest class in secondary school - ମାଧ୍ରମିକ ବିଦ୍ୟାଳୟର ସର୍ବୋଚ୍ଚ ଶ୍ରେଣୀ,Highest class in secondary school - ( মাধ্যমিক স্কুলত উচ্চ ক্লাচ )
54,Village Information,361,Category of secondary school,S,2,Category of secondary school - माध्यमिक स्कूल की श्रेणी,Category of secondary school - பள்ளியின் வகை,Category of secondary school - মাধ্যমিক বিদ্যালয়ের বিভাগ,Category of secondary school - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟର ବର୍ଗ,Category of secondary school - ( স্কুলৰ প্ৰকাৰ )
54,Village Information,362,Distance of the secondary school(in kms),T,2,Distance of the secondary school - माध्यमिक स्कूल की गांव से दूरी,Distance of the secondary school - உயர்நிலைப்பள்ளி இருக்கும் தொலைவு,Distance of the secondary school - মাধ্যমিক বিদ্যালয়ের দূরত্ব,Distance of the secondary school - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟର ଦୂରତ୍ୱ,Distance of the secondary school - ( স্কুললৈ দুৰত্ব )
54,Village Information,363,Barriers for accessing secondary school,S,2,Barriers for accessing secondary school - माध्यमिक स्कूल की पहुँच में बाधायें,Barriers for accessing secondary school - பள்ளிக்கு செல்வதில் இருக்கும் தடைகள்,Barriers for accessing secondary school - মাধ্যমিক বিদ্যালয়ে পৌঁছনোর বাধা,Barriers for accessing secondary school - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟକୁ ଯିବାରେ ବାଧା,Barriers for accessing secondary school - ( স্কুললৈ যোৱাত বাধা )
54,Village Information,364,if other,T,2,"if other - यदि अन्य, स्पष्ट करें",if other - வேறு காரணங்if other - கள் இருந்தால் குறிப்பிடவும்,"if other - অন্যান্য, নির্দিষ্ট করুন","if other - ଯଦି ଭିନ୍ନ କିଛି, ଉଲ୍ଲେଖ କର","if other - (যদি কিবা বেলেগ, স্পষ্ট কৰক )"
54,Village Information,365,Higher Secondary school available,R,2,Higher Secondary school available - उच्चतर माध्यमिक स्कूल उपलब्ध,Higher Secondary school available - மேல்நிலைப்பள்ளி இருக்கிறதா,Higher Secondary school available - উচ্চ মাধ্যমিক বিদ্যালয় আছে কি না,Higher Secondary school available - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟ ଅଛି କି,Higher Secondary school available - ( উচ্চতৰ মাধ্যমিক স্কুল আছেনেকি )
54,Village Information,366,Higher Secondary school Name,T,2,Higher Secondary school ID - उच्चतर माध्यमिक स्कूल आई डी,Higher Secondary school ID - மேல்நிலைப்பள்ளியின் அடையாள எண்,Higher Secondary school ID - উচ্চ মাধ্যমিক বিদ্যালয়ের ID,Higher Secondary school ID - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟର ପରିଚୟ ପତ୍ର,Higher Secondary school ID - ( উচ্চতৰ মাধ্যমিক স্কুল আই.ডি )
54,Village Information,367,Lowest class in higher secondary school,S,2,Lowest class in higher secondary school - उच्चतर माध्यमिक स्कूल की न्यूनतम कक्षा,Lowest class in higher secondary school - மேல்நிலைப்பள்ளியின் குறைந்த வகுப்பு,Lowest class in higher secondary school - উচ্চ মাধ্যমিক বিদ্যালয়ের নিম্নতম শ্রেণি,Lowest class in higher secondary school - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟର ସର୍ବନିମ୍ନ ଶ୍ରେଣୀ,Lowest class in higher secondary school - ( মাধ্যমিক স্কুলত নিম্ন ক্লাচ )
54,Village Information,368,Highest class in higher secondary school,S,2,Highest class in higher secondary school - उच्चतर माध्यमिक स्कूल की उच्चतम कक्षा,Highest class in higher secondary school - மேல்நிலைப்பள்ளியில் இருக்கும் அதிகபட்ச வகுப்பு,Highest class in higher secondary school - উচ্চ মাধ্যমিক বিদ্যালয়ের উচ্চতম শ্রেণি,Highest class in higher secondary school - ମାଧ୍ରମିକ ବିଦ୍ୟାଳୟର ସର୍ବୋଚ୍ଚ ଶ୍ରେଣୀ,Highest class in higher secondary school - ( মাধ্যমিক স্কুলত উচ্চ ক্লাচ )
54,Village Information,369,Category of higher secondary school,S,2,Category of higher secondary school - उच्चतर माध्यमिक स्कूल की श्रेणी,Category of higher secondary school - பள்ளியின் வகை,Category of higher secondary school - উচ্চ মাধ্যমিক বিদ্যালয়ের বিভাগ,Category of higher secondary school - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟର ବର୍ଗ,Category of higher secondary school - ( স্কুলৰ প্ৰকাৰ )
54,Village Information,370,Distance of the higher secondary school(in kms),T,2,Distance of the higher secondary school - उच्चतर माध्यमिक स्कूल की गांव से दूरी,Distance of the higher secondary school - மேல்நிலைப்பள்ளி இருக்கும் தொலைவு,Distance of the higher secondary school - উচ্চ মাধ্যমিক বিদ্যালয়ের দূরত্ব,Distance of the higher secondary school - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟର ଦୂରତ୍ୱ,Distance of the higher secondary school - ( স্কুললৈ দুৰত্ব )
54,Village Information,371,Barriers for accessing higher secondary school,S,2,Barriers for accessing higher secondary school - उच्चतर माध्यमिक स्कूल की पहुँच में बाधायें,Barriers for accessing higher secondary school - பள்ளிக்கு செல்வதில் இருக்கும் தடைகள்,Barriers for accessing higher secondary school - উচ্চ মাধ্যমিক বিদ্যালয়ে পৌঁছানোর বাধা,Barriers for accessing higher secondary school - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟକୁ ଯିବାରେ ବାଧା,Barriers for accessing higher secondary school - ( স্কুললৈ যোৱাত বাধা )
54,Village Information,372,If other,T,2,"If other - यदि अन्य, स्पष्ट करें",If other - வேறு காரணங்கள் இருந்தால் குறிப்பிடவும்,"If other -যদি অন্যান্য, দয়া করে উল্লেখ করুন ",0,যদি অন্য কিবা
54,Village Information,373,AWC available,R,2,AWC available - आँगनवाड़ी केन्द्र उपलब्ध,AWC available - அங்கன்வாடி மையம் இருக்கிறதா,AWC available - এ ডব্লিউ সি আছে কি না,AWC available - ଅଂଗନବାଡି ଅଛି କି,AWC available - ( আংগনৱাড়ী কেন্দ্ৰ উপলব্ধনে )
54,Village Information,374,Distance of the AWC from the village(in kms),T,2,Distance of the AWC from the village - गांव से आँगनवाड़ी केन्द्र की दूरी,Distance of the AWC from the village - கிராமத்திலிருந்து அங்கன்வாடி இருக்கும் தொலைவு,Distance of the AWC from the village - গ্রাম থেকে AWC –র দূরত্ব,Distance of the AWC from the village - ଗ୍ରାମ ଠାରୁ ଅଂଗନବାଡିର ଦୂରତା,Distance of the AWC from the village - ( গাওঁৰ পৰা কেন্দ্ৰলৈ দুৰত্ব )
54,Village Information,375,Primary barriers for accessing AWC,S,2,Primary barriers for accessing AWC - आँगनवाड़ी केन्द्र की पहुंच में बाधायें,Primary barriers for accessing AWC - அங்கன்வாடிக்கு செல்வதில் இருக்கும் தடைகள்,Primary barriers for accessing AWC - এ ডব্লিউ সি তে পৌঁছানোর বাধা,Primary barriers for accessing AWC - ଅଂଗନବାଡି ଯିବାରେ ବାଧା,Primary barriers for accessing AWC - (আংগনৱাড়ী কেন্দ্ৰলৈ যোৱাত বাধা )
54,Village Information,376,Others,T,2,"Others - यदि अन्य, स्पष्ट करें",Others - வேறு காரOthers - ணங்கள் இருந்தால் குறிப்பிடவும்,"Others - অন্যান্য, নির্দিষ্ট করুন","Others - ଯଦି ଭିନ୍ନ କିଛି, ଉଲ୍ଲେଖ କର ","Others - (যদি কিবা বেলেগ, স্পষ্ট কৰক )"
54,Village Information,377,Need for additional AWC,R,2,Need for additional AWC - अतिरिक्त आँगनवाड़ी केन्द्र की आवश्यकता,Need for additional AWC - கூடுதல் அங்கன்வாடி மையம் தேவையா,Need for additional AWC - বাড়তি এ ডব্লিউ সি প্রয়োজনীয়তা,Need for additional AWC - ଅତିରିକ୍ତ ଅଂଗନବାଡି ର ଆବଶ୍ୟକତା,Need for additional AWC - ( অতিৰিক্ত আংগনৱাড়ী কেন্দ্ৰ প্ৰয়োজন নেকি )
54,Village Information,378,SHC available,R,2,SHC available - उप स्वास्थ्य केन्द्र उपलब्ध,SHC available - துணை சுகாதார நிலையம் இருக்கிறதா,SHC available - আত্ম-সাহায্য গোষ্ঠী আছে কি না,SHC available - ଉପ ସ୍ୱାସ୍ଥ୍ୟକେନ୍ଦ୍ର ଅଛି କି,SHC available - (উপস্বাস্থ্যকেন্দ্ৰ উপলব্ধনে )
