Form Id,Form Name,Question Id,Question Name,Question Type,Question Active Status,ID,Choice Text,Choice Active Status,Odiya,
57,Pregnant Women,495,2nd ANC,S,2,1194,Not applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
57,Pregnant Women,496,2nd ANC Date,D,2,1195,NULL,2,NULL-ଅବିଧେୟ,
57,Pregnant Women,497,2nd ANC Weight,T,2,1196,Not available,0,Not available -ୟୁନାଵୈଳବଳେ ,
57,Pregnant Women,498,2nd ANC BP,T,2,1197,NULL,2,NULL-ଅବିଧେୟ,
57,Pregnant Women,499,2nd ANC HB,T,2,1198,NULL,2,NULL-ଅବିଧେୟ,
57,Pregnant Women,500,2nd ANC Urine Albumin,S,2,1199,Yes,2,Yes - ହଁ,
57,Pregnant Women,500,2nd ANC Urine Albumin,S,2,1200,No,2,No - ନାହିଁ,
57,Pregnant Women,501,2nd ANC Urine sugar,S,2,1201,Yes,2,Yes - ହଁ,
57,Pregnant Women,501,2nd ANC Urine sugar,S,2,1202,No,2,No - ନାହିଁ,
57,Pregnant Women,502,2nd ANC IFA Tablets received,T,2,1203,Yes,0, Yes - ହଁ ,
57,Pregnant Women,502,2nd ANC IFA Tablets received,T,2,1204,No,0,No  - ନାହିଁ,
57,Pregnant Women,503,2nd ANC IFA tablets consumed,T,2,1205,Yes,0, Yes - ହଁ ,
57,Pregnant Women,503,2nd ANC IFA tablets consumed,T,2,1206,No,0,No  - ନାହିଁ,
57,Pregnant Women,504,2nd ANC abdominal Examination,S,2,1207,No,2,No - ନାହିଁ,
57,Pregnant Women,504,2nd ANC abdominal Examination,S,2,1208,Yes,2,Yes - ହଁ,
57,Pregnant Women,504,2nd ANC abdominal Examination,S,2,1209,Dont know,2,Don't know-ଜଣା ନାହିଁ ,
57,Pregnant Women,504,2nd ANC abdominal Examination,S,2,1210,Not applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
57,Pregnant Women,505,2nd ANC - Identified as High Risk,R,2,1211,Yes,2,Yes - ହଁ,
57,Pregnant Women,505,2nd ANC - Identified as High Risk,R,2,1212,No,2,No - ନାହିଁ,
57,Pregnant Women,505,2nd ANC - Identified as High Risk,R,2,1213,Not Applicable,2,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,
57,Pregnant Women,506,2nd ANC - High Risk Referred,S,2,1214,Yes,2,Yes - ହଁ,
57,Pregnant Women,506,2nd ANC - High Risk Referred,S,2,1215,No,2,No - ନାହିଁ,
57,Pregnant Women,507,2nd ANC - Supplementary Nutrition Available,S,2,1216,No not at all,2,No not at all - ନାହିଁ,
57,Pregnant Women,507,2nd ANC - Supplementary Nutrition Available,S,2,1217,Yes irregular/Incomplete amount,2,"Yes irregular/Incomplete amount - ହଁ, ଅନିୟମିତ ଏବଂ/ କିମ୍ବା ଅସମ୍ପୂର୍ଣ୍ଣ ପରିମାଣ",
57,Pregnant Women,507,2nd ANC - Supplementary Nutrition Available,S,2,1218,Yes regular/ Complete,2,"Yes regular/ Complete - ହଁ, ନିୟମିତ ଏବଂ / କିମ୍ବା ସମ୍ପୂର୍ଣ୍ଣ ପରିମାଣର ମିଳିଛି",
57,Pregnant Women,507,2nd ANC - Supplementary Nutrition Available,S,2,1219,Not applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
57,Pregnant Women,508,MCP/ MCH Card updated - 2nd Trimester,R,2,1220,Yes,2,Yes - ହଁ,
57,Pregnant Women,508,MCP/ MCH Card updated - 2nd Trimester,R,2,1221,No,2,No - ନାହିଁ,
57,Pregnant Women,509,3rd ANC,S,2,1222,Done,2,Done - କରାଯାଇଛି,
57,Pregnant Women,509,3rd ANC,S,2,1223,"Not Done, Service not given",2,"Not Done, Service not given - କରାଯାଇନାହିଁ, ସେବା ମିଳିନାହିଁ",
57,Pregnant Women,509,3rd ANC,S,2,1224,Mother Migrated,2,Mother Migrated - ମାଆ ଦେଶାନ୍ତର ହୋଇଯାଇଛି,
57,Pregnant Women,509,3rd ANC,S,2,1225,Dont Know / No information,2,Dont Know / No information - ଜଣା ନାହିଁ/ ସୂଚନା ମିଳିନାହିଁ,
57,Pregnant Women,509,3rd ANC,S,2,1226,Not applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
57,Pregnant Women,510,3rd ANC date,D,2,1227,NULL,2,NULL-ଅବିଧେୟ,
57,Pregnant Women,511,3rd ANC Weight,T,2,1228,NULL,2,NULL-ଅବିଧେୟ,
57,Pregnant Women,512,3rd ANC BP,T,2,1229,NULL,2,NULL-ଅବିଧେୟ,
57,Pregnant Women,513,3rd ANC Hb,T,2,1230,NULL,2,NULL-ଅବିଧେୟ,
57,Pregnant Women,514,3rd ANC Urine Albumin,S,2,1231,Yes,2,Yes - ହଁ,
57,Pregnant Women,514,3rd ANC Urine Albumin,S,2,1232,No,2,No - ନାହିଁ,
57,Pregnant Women,515,3rd ANC Urine Sugar,R,2,1233,Yes,2,Yes - ହଁ,
57,Pregnant Women,515,3rd ANC Urine Sugar,R,2,1234,No,2,No - ନାହିଁ,
57,Pregnant Women,516,3rd ANC - IFA tablets received,T,2,1235,Yes,0, Yes - ହଁ ,
57,Pregnant Women,516,3rd ANC - IFA tablets received,T,2,1236,No,0,No  - ନାହିଁ,
57,Pregnant Women,517,3rd ANC - IFA tablets consumed,T,2,1237,Yes,0, Yes - ହଁ ,
57,Pregnant Women,517,3rd ANC - IFA tablets consumed,T,2,1238,No,0,No  - ନାହିଁ,
57,Pregnant Women,518,3rd ANC-Abdominal Examination,S,2,1239,No,2,No - ନାହିଁ,
57,Pregnant Women,518,3rd ANC-Abdominal Examination,S,2,1240,Yes,2,Yes - ହଁ,
57,Pregnant Women,518,3rd ANC-Abdominal Examination,S,2,1241,Dont know,2,Don't know-ଜଣା ନାହିଁ ,
57,Pregnant Women,518,3rd ANC-Abdominal Examination,S,2,1242,Not applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
57,Pregnant Women,519,3rd ANC - Identified as High Risk,S,2,1243,Yes,2,Yes - ହଁ,
57,Pregnant Women,519,3rd ANC - Identified as High Risk,S,2,1244,No,2,No - ନାହିଁ,
57,Pregnant Women,520,3rd ANC - High Risk Referred,S,2,1245,Yes,2,Yes - ହଁ,
57,Pregnant Women,520,3rd ANC - High Risk Referred,S,2,1246,No,2,No - ନାହିଁ,
57,Pregnant Women,521,3rd ANC - Supplementary Nutrition Available,S,2,1247,No not at all,2,No not at all - ନାହିଁ,
57,Pregnant Women,521,3rd ANC - Supplementary Nutrition Available,S,2,1248,Yes irregular/Incomplete amount,2,"Yes irregular/Incomplete amount - ହଁ, ଅନିୟମିତ ଏବଂ/ କିମ୍ବା ଅସମ୍ପୂର୍ଣ୍ଣ ପରିମାଣ",
57,Pregnant Women,521,3rd ANC - Supplementary Nutrition Available,S,2,1249,Yes regular/ Complete,2,"Yes regular/ Complete - ହଁ, ନିୟମିତ ଏବଂ / କିମ୍ବା ସମ୍ପୂର୍ଣ୍ଣ ପରିମାଣର ମିଳିଛି",
57,Pregnant Women,521,3rd ANC - Supplementary Nutrition Available,S,2,1250,Not applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
57,Pregnant Women,522,MCP/ MCH Card updated - 3rd Trimester,S,2,1251,Yes,2,Yes - ହଁ,
57,Pregnant Women,522,MCP/ MCH Card updated - 3rd Trimester,S,2,1252,No,2,No - ନାହିଁ,
57,Pregnant Women,523,4th ANC,S,2,1253,Done,2,Done - କରାଯାଇଛି,
57,Pregnant Women,523,4th ANC,S,2,1254,"Not Done, Service not given",2,"Not Done, Service not given - କରାଯାଇନାହିଁ, ସେବା ମିଳିନାହିଁ",
57,Pregnant Women,523,4th ANC,S,2,1255,Mother Migrated,2,Mother Migrated - ମାଆ ଦେଶାନ୍ତର ହୋଇଯାଇଛି,
57,Pregnant Women,523,4th ANC,S,2,1256,Dont Know/ No information,2,Dont Know/ No information - ଜଣା ନାହିଁ/ ସୂଚନା ମିଳିନାହିଁ,
57,Pregnant Women,523,4th ANC,S,2,1257,Not applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
57,Pregnant Women,524,4th ANC Date,D,2,1258,NULL,2,NULL-ଅବିଧେୟ,
57,Pregnant Women,525,4th ANC Weight,T,2,1259,NULL,2,NULL-ଅବିଧେୟ,
57,Pregnant Women,526,4th ANC BP,T,2,1260,NULL,2,NULL-ଅବିଧେୟ,
57,Pregnant Women,527,4th ANC HB,T,2,1261,NULL,2,NULL-ଅବିଧେୟ,
57,Pregnant Women,528,4th ANC Urine Albumin,S,2,1262,Yes,2,Yes - ହଁ,
57,Pregnant Women,528,4th ANC Urine Albumin,S,2,1263,No,2,No - ନାହିଁ,
57,Pregnant Women,529,4th ANC Urine Sugar,S,2,1264,Yes,2,Yes - ହଁ,
57,Pregnant Women,529,4th ANC Urine Sugar,S,2,1265,No,2,No - ନାହିଁ,
57,Pregnant Women,530,4th ANC - IFA tablets received,T,2,1266,Yes,0, Yes - ହଁ ,
57,Pregnant Women,530,4th ANC - IFA tablets received,T,2,1267,No,0,No  - ନାହିଁ,
57,Pregnant Women,531,4th ANC - IFA tablets consumed,T,2,1268,Yes,0, Yes - ହଁ ,
57,Pregnant Women,531,4th ANC - IFA tablets consumed,T,2,1269,No,0,No  - ନାହିଁ,
57,Pregnant Women,532,4th ANC-Abdominal Examination,S,2,1270,No,2,No - ନାହିଁ,
57,Pregnant Women,532,4th ANC-Abdominal Examination,S,2,1271,Yes,2,Yes - ହଁ,
57,Pregnant Women,532,4th ANC-Abdominal Examination,S,2,1272,Not Applicable,2,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,
57,Pregnant Women,533,4th ANC - Identified as High Risk,S,2,1273,Yes,2,Yes - ହଁ,
57,Pregnant Women,533,4th ANC - Identified as High Risk,S,2,1274,No,2,No - ନାହିଁ,
57,Pregnant Women,534,4th ANC - High Risk Referred,S,2,1275,Yes,2,Yes - ହଁ,
57,Pregnant Women,534,4th ANC - High Risk Referred,S,2,1276,No,2,No - ନାହିଁ,
57,Pregnant Women,535,4th ANC - Supplementary Nutrition Available,S,2,1277,No not at all,2,No not at all - ନାହିଁ,
57,Pregnant Women,535,4th ANC - Supplementary Nutrition Available,S,2,1278,Yes irregular/Incomplete amount,2,"Yes irregular/Incomplete amount - ହଁ, ଅନିୟମିତ ଏବଂ/ କିମ୍ବା ଅସମ୍ପୂର୍ଣ୍ଣ ପରିମାଣ",
57,Pregnant Women,535,4th ANC - Supplementary Nutrition Available,S,2,1279,Yes regular/ Complete,2,"Yes regular/ Complete - ହଁ, ନିୟମିତ ଏବଂ / କିମ୍ବା ସମ୍ପୂର୍ଣ୍ଣ ପରିମାଣର ମିଳିଛି",
57,Pregnant Women,535,4th ANC - Supplementary Nutrition Available,S,2,1280,Not applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
57,Pregnant Women,536,Miscarriage or Abortion,S,2,1281,Miscarriage,2,Miscarriage - ଭୃଣ ନଷ୍ଟ,
57,Pregnant Women,536,Miscarriage or Abortion,S,2,1282,Abortion,2,Abortion:ଗର୍ଭପାତ,
57,Pregnant Women,537,Status of Birth,R,2,1283,Live birth,2,Live birth - ଜୀବନ୍ତ ଶିଶୁ ଜନ୍ମ,
57,Pregnant Women,537,Status of Birth,R,2,1284,Still birth,2,Still birth - ମୃତ ଶିଶୁ ଜନ୍ମ,
57,Pregnant Women,538,Time of birth(Month),T,2,1285,1,2,0,
57,Pregnant Women,539,Place of Delivery,S,2,1286,Home,2,Home - ଗୃହ,
57,Pregnant Women,539,Place of Delivery,S,2,1287,Government Hospital/Health Center,2,Government Hospital/Health Center ସରକାରୀ ଚିକିତ୍ସାଳୟ,
57,Pregnant Women,539,Place of Delivery,S,2,1288,Private Hospital/Clinic/Nursing Home,2,"Private Hospital/Clinic/Nursing Homeବେସରକାରୀ
 ଚିକିତ୍ସାଳୟ/କ୍ଲିନିକ/ନର୍ସିଂହୋମ",
57,Pregnant Women,539,Place of Delivery,S,2,1289,On the way to hospital/While Travelling,2,On the way to hospital/While Travelling:ରାସ୍ତା ରେ ହସ୍ପିଟାଲ କୁ ଯାଉଥିବା ବେଳେ,
57,Pregnant Women,539,Place of Delivery,S,2,1290,Work Place / Forest,2,Work Place / Forest :କାର୍ଯ୍ୟସ୍ଥଳୀ/ଜଙ୍ଗଲ,
57,Pregnant Women,540,Type of delivery,S,2,1291,Normal,2,Normal ସାଧାରଣ,
57,Pregnant Women,540,Type of delivery,S,2,1292,Instrumental,2,Instrumental ଉପକରଣ ଦ୍ଵାରା,
57,Pregnant Women,540,Type of delivery,S,2,1293,C Section,2,C Section,
57,Pregnant Women,541,Received free transportation from Government,S,2,1295,Yes,2, Yes - ହଁ ,
57,Pregnant Women,541,Received free transportation from Government,S,2,1296,No,2,No  - ନାହିଁ,
57,Pregnant Women,542,Received financial assistance from Government,S,2,1297,Yes,2, Yes - ହଁ ,
57,Pregnant Women,542,Received financial assistance from Government,S,2,1298,No,2,No  - ନାହିଁ,
57,Pregnant Women,542,Received financial assistance from Government,S,2,1299,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
57,Pregnant Women,543,Amount Received,T,2,1300,NULL,2,NULL-ଅବିଧେୟ,
57,Pregnant Women,544,Home delivery assisted by,S,2,1301,No one,2,No one,
57,Pregnant Women,544,Home delivery assisted by,S,2,1302,Family members,2,Family members ପରିବାର ସଦସ୍ୟ,
57,Pregnant Women,544,Home delivery assisted by,S,2,1303,Dai untrained,2,"Dai untrained  ଅଣତାଲିମପ୍ରାପ୍ତ
 ଧାଇଁ",
57,Pregnant Women,544,Home delivery assisted by,S,2,1304,Dai Trained,2,"Dai Trained: ତାଲିମପ୍ରାପ୍ତ
 ଧାଇଁ",
57,Pregnant Women,544,Home delivery assisted by,S,2,1305,ANM,2,ANM,
57,Pregnant Women,544,Home delivery assisted by,S,2,1306,Nurse,2,Nurse,
57,Pregnant Women,544,Home delivery assisted by,S,2,1307,Doctor,2,Doctor,
57,Pregnant Women,544,Home delivery assisted by,S,2,1308,Others,2,Others,
57,Pregnant Women,544,Home delivery assisted by,S,2,1309,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
57,Pregnant Women,545,"If other, specify",T,2,1310,NULL,2,NULL-ଅବିଧେୟ,
57,Pregnant Women,546,Time of miscarriage/abortion(In weeks),T,2,1311,NULL,2,NULL-ଅବିଧେୟ,
57,Pregnant Women,547,Other information,T,2,1312,NULL,2,NULL-ଅବିଧେୟ,
60,Lactating Mothers,557,Name of the Husband,T,2,1316,NULL,2,NULL-ଅବିଧେୟ,
60,Lactating Mothers,558,Age of Husband,T,2,1317,NULL,2,NULL-ଅବିଧେୟ,
60,Lactating Mothers,559,Highest class husband passed,S,2,1318,Illiterate,2,Illiterate,
60,Lactating Mothers,559,Highest class husband passed,S,2,1319,Class 1,2,Class 1,
60,Lactating Mothers,559,Highest class husband passed,S,2,1320,Class 2,2,Class 2,
60,Lactating Mothers,559,Highest class husband passed,S,2,1321,Class 4,2,Class 4,
60,Lactating Mothers,559,Highest class husband passed,S,2,1322,Class 5,2,Class 5,
60,Lactating Mothers,559,Highest class husband passed,S,2,1323,Class 6,2,Class 6,
60,Lactating Mothers,559,Highest class husband passed,S,2,1324,Class 7,2,Class 7,
60,Lactating Mothers,559,Highest class husband passed,S,2,1325,Class 8,2,Class 8,
60,Lactating Mothers,559,Highest class husband passed,S,2,1326,Class 9,2,Class 9,
60,Lactating Mothers,559,Highest class husband passed,S,2,1327,Class 10,2,Class 10,
60,Lactating Mothers,559,Highest class husband passed,S,2,1328,Class 11,2,Class 11,
60,Lactating Mothers,559,Highest class husband passed,S,2,1329,Class 12,2,Class 12,
60,Lactating Mothers,559,Highest class husband passed,S,2,1330,Graduate,2,Graduate,
60,Lactating Mothers,559,Highest class husband passed,S,2,1331,Post Graduate,2,Post Graduate,
60,Lactating Mothers,559,Highest class husband passed,S,2,1332,Technical / Professional Education,2,Technical / Professional Education,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1334,Unemployed,2,Unemployed,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1335,Agricultural labour,2,Agricultural labour,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1336,Casual labour and other labour work,2,Casual labour and other labour work,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1337,Agriculture/ dairy/ fishery and other allied work,2,Agriculture/ dairy/ fishery and other allied work,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1338,Self employed/ business/ vending/ trading,2,Self employed/ business/ vending/ trading,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1339,Salaried Government/ Private,2,Salaried Government/ Private,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1340,Artisan,2,Artisan,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1341,Domestic work,2,Domestic work,
60,Lactating Mothers,560,Occupation of the Husband,S,2,1342,Others,2,Others,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1343,Illiterate,2,Illiterate,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1344,Class 1,2,Class 1,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1345,Class 2,2,Class 2,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1346,Class 3,2,Class 3,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1347,Class 4,2,Class 4,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1348,Class 5,2,Class 5,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1349,Class 6,2,Class 6,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1350,Class 7,2,Class 7,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1351,Class 8,2,Class 8,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1352,Class 9,2,Class 9,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1353,Class 10,2,Class 10 - ଦଶମ ଶ୍ରେଣୀ,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1354,Class 11,2,Class 11 - ଏକାଦଶ ଶ୍ରେଣୀ,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1355,Class 12,2,Class 12 - ଦ୍ୱାଦଶ ଶ୍ରେଣୀ,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1356,Graduate,2,Graduate - ଗ୍ରାଜୁଏଟ୍,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1357,Post Graduate,2,Post Graduate - ଟେକ୍ନିକାଲ/ ପ୍ରଫେସନାଲ ଶିକ୍ଷା,
60,Lactating Mothers,561,Highest class passed - mother,S,2,1358,Technical/Professional Education,2,Technical/Professional Education - ଟେକ୍ନିକାଲ/ ପ୍ରଫେସନାଲ ଶିକ୍ଷା,
60,Lactating Mothers,562,Residential Status,S,2,1359,From this village only and stays in the village,2,From this village only and stays in the village,
60,Lactating Mothers,562,Residential Status,S,2,1360,From other village and shifted this location,2,From other village and shifted this location - ଅନ୍ୟ ଗ୍ରାମରେ ରହିଛି ଏବଂ ସେଠାକୁ ଯାଇ ରହୁଛନ୍ତି,
60,Lactating Mothers,562,Residential Status,S,2,1361,Migrated out of the village to another place,2,Migrated out of the village to another place,
60,Lactating Mothers,562,Residential Status,S,2,1362,Migrated permanently out of the village to another place,2,Migrated permanently out of the village to another place,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1364,January,2,January - ଜାନୁୟାରୀ ,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1365,February,2,February - ଫେବୃଆରୀ,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1366,March,2,March - ମାର୍ଚ,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1367,April,2,April - ଏପ୍ରିଲ,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1368,May,2,May - ମଇ,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1369,June,2,June - ଜୁନ,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1370,July,2,July - ଜୁଲାଇ,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1371,August,2,August - ଅଗଷ୍ଟ,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1372,September,2,September - ସେପ୍ଟେମ୍ବର,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1373,October,2,October - ଅକ୍ଟୋବର,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1374,November,2,November - ନଭେମ୍ବର,
60,Lactating Mothers,563,Month of in migration or out migration,S,2,1375,December,2,December - ଡିସେମ୍ବର,
60,Lactating Mothers,567,Received post natal care within 24 hours,S,2,1381,Yes,2,Yes - ହଁ,
60,Lactating Mothers,567,Received post natal care within 24 hours,S,2,1382,No,2,No - ନାହିଁ,
60,Lactating Mothers,568,Colostrum feeding,S,2,1383,No,2,No - ନାହିଁ,
60,Lactating Mothers,568,Colostrum feeding,S,2,1384,Yes,2,Yes - ହଁ,
60,Lactating Mothers,568,Colostrum feeding,S,2,1385,Not Applicable,2,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,
60,Lactating Mothers,569,2nd visit by ANM/ AWW/ASHA,S,2,1386,No,2,No - ନାହିଁ,
60,Lactating Mothers,569,2nd visit by ANM/ AWW/ASHA,S,2,1387,Yes,2,Yes - ହଁ,
60,Lactating Mothers,569,2nd visit by ANM/ AWW/ASHA,S,2,1388,Not Applicable,2,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,
60,Lactating Mothers,570,3rd visit by ANM/ AWW/ASHA,S,2,1389,No,2,No - ନାହିଁ,
60,Lactating Mothers,570,3rd visit by ANM/ AWW/ASHA,S,2,1390,Yes,2,Yes - ହଁ,
60,Lactating Mothers,570,3rd visit by ANM/ AWW/ASHA,S,2,1391,Not Applicable,2,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,
60,Lactating Mothers,571,4th visit by ANM/ AWW/ASHA,S,2,1392,No,2,No - ନାହିଁ,
60,Lactating Mothers,571,4th visit by ANM/ AWW/ASHA,S,2,1393,Yes,2,Yes - ହଁ,
60,Lactating Mothers,571,4th visit by ANM/ AWW/ASHA,S,2,1394,Not Applicable,2,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,
60,Lactating Mothers,572,Received complete post natal care and advice,S,2,1395,Yes,2,Yes - ହଁ,
60,Lactating Mothers,572,Received complete post natal care and advice,S,2,1396,No,2,No - ନାହିଁ,
60,Lactating Mothers,573,Additional visit - 14th Day,S,2,1397,Yes,2,Yes - ହଁ,
60,Lactating Mothers,573,Additional visit - 14th Day,S,2,1398,No,2,No - ନାହିଁ,
60,Lactating Mothers,573,Additional visit - 14th Day,S,2,1399,Not Applicable,2,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,
60,Lactating Mothers,574,Additional visit - 21st Day,S,2,1400,No,2,No - ନାହିଁ,
60,Lactating Mothers,574,Additional visit - 21st Day,S,2,1401,Yes,2,Yes - ହଁ,
60,Lactating Mothers,574,Additional visit - 21st Day,S,2,1402,Not Applicable,2,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,
60,Lactating Mothers,575,Additional visit - 28th Day,S,2,1403,No,2,No - ନାହିଁ,
60,Lactating Mothers,575,Additional visit - 28th Day,S,2,1404,Yes,2,Yes - ହଁ,
60,Lactating Mothers,575,Additional visit - 28th Day,S,2,1405,Not Applicable,2,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,
60,Lactating Mothers,576,Supplementary nutrition - Post Natal: 1- 3 months,S,2,1406,"No, did not received at all ",2,"No, did not received at all  - ନା, କେବେ ବି ନୁହେଁ",
60,Lactating Mothers,576,Supplementary nutrition - Post Natal: 1- 3 months,S,2,1407,"Yes, but irregular",2,"Yes, but irregular - ହଁ, ଅନିୟମିତ ଏବଂ/ କିମ୍ବା ଅସମ୍ପୂର୍ଣ୍ଣ ପରିମାଣ",
60,Lactating Mothers,576,Supplementary nutrition - Post Natal: 1- 3 months,S,2,1408,"Yes, regular",2,"Yes, regular - ହଁ, ନିୟମିତ",
60,Lactating Mothers,577,Exclusive Breast Feeding: 0 - 3 months,S,2,1409,Yes,2,Yes - ହଁ,
60,Lactating Mothers,577,Exclusive Breast Feeding: 0 - 3 months,S,2,1410,No,2,No - ନାହିଁ,
60,Lactating Mothers,578,Supplementary nutrition - Post Natal: 4 - 6 months,S,2,1411,"No, did not received at all",2,"No, did not received at all - ନା, କେବେ ବି ନୁହେଁ",
60,Lactating Mothers,578,Supplementary nutrition - Post Natal: 4 - 6 months,S,2,1412,"Yes, but irregular",2,"Yes, but irregular - ହଁ, ଅନିୟମିତ ଏବଂ/ କିମ୍ବା ଅସମ୍ପୂର୍ଣ୍ଣ ପରିମାଣ",
60,Lactating Mothers,578,Supplementary nutrition - Post Natal: 4 - 6 months,S,2,1413,"Yes, regular",2,"Yes, regular - ହଁ, ନିୟମିତ",
60,Lactating Mothers,579,Exclusive Breast Feeding: 4 - 6 months,S,2,1414,Yes,2,Yes - ହଁ,
60,Lactating Mothers,579,Exclusive Breast Feeding: 4 - 6 months,S,2,1415,No,2,No - ନାହିଁ,
60,Lactating Mothers,580,Complementary feeding,S,2,1417,0,2,0 - 0,
60,Lactating Mothers,580,Complementary feeding,S,2,1418,1,2,1 - 1,
60,Lactating Mothers,580,Complementary feeding,S,2,1419,2,2,2 - 2,
60,Lactating Mothers,580,Complementary feeding,S,2,1420,3,2,3 - 3,
60,Lactating Mothers,580,Complementary feeding,S,2,1421,4,2,4 - 4,
60,Lactating Mothers,580,Complementary feeding,S,2,1422,5,2,5 - 5,
60,Lactating Mothers,580,Complementary feeding,S,2,1423,6,2,6 - 6,
60,Lactating Mothers,580,Complementary feeding,S,2,1424,7,2,7 - 7,
60,Lactating Mothers,580,Complementary feeding,S,2,1425,8,2,8 - 8,
60,Lactating Mothers,580,Complementary feeding,S,2,1426,9,2,9 - 9,
60,Lactating Mothers,580,Complementary feeding,S,2,1427,10,2,10 - 10,
60,Lactating Mothers,580,Complementary feeding,S,2,1428,11,2,11 - 11,
60,Lactating Mothers,581,Enrolled in AWC,S,2,1429,Yes,2,Yes - ହଁ,
60,Lactating Mothers,581,Enrolled in AWC,S,2,1430,No,2,No - ନାହିଁ,
60,Lactating Mothers,582,Anganwaadi Centre Name,T,2,1431,NULL,2,NULL-ଅବିଧେୟ,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,1432,February,2,February - ଫେବୃଆରୀ,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,1433,March,2,March - ମାର୍ଚ,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,1434,April,2,April - ଏପ୍ରିଲ,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,1435,May,2,May - ମଇ,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,1436,June,2,June - ଜୁନ,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,1437,July,2,July - ଜୁଲାଇ,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,1438,August,2,August - ଅଗଷ୍ଟ,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,1439,September,2,September - ସେପ୍ଟେମ୍ବର,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,1440,October,2,October - ଅକ୍ଟୋବର,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,1441,November,2,November - ନଭେମ୍ବର,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,1442,December,2,December - ଡିସେମ୍ବର,
3,Anganwadi Centre Information,596,Boys referred to referal,T,2,1462,NULL,2,NULL-ଅବିଧେୟ,
3,Anganwadi Centre Information,597,Girls referred to referal,T,2,1463,NULL,2,NULL-ଅବିଧେୟ,
