Form Id,Form Name,ID,Question Name,Question Type,Question Acitve Status,Odiya
55,House Hold Information,427,Is there a Casserole/ thermos/ thermoware?,S,2,Is there a Casserole/ thermos/ thermoware? - କାସେରୋଲ/ ଥର୍ମୋସ/ ଥର୍ମୋୱେର(ରୋଷେଇ ଉପକରଣ) ଅଛି  କି?
55,House Hold Information,428,Is there a TV and VCR/ VCD/ DVD player?,S,2,Is there a TV and VCR/ VCD/ DVD player? - ଏକ ଟିଭି ଏବଂ ଭିସିଆର୍/ ଭିସିଡି/ ଡିଭିଡି ପ୍ଲେୟାର ଅଛି କି?
55,House Hold Information,429,Is there a mobile handset and a telephone (landline)?,S,2,Is there a mobile handset and a telephone (landline)? - ଗୃହରେ ଏକ ମୋବାଇଲ୍ ହ୍ୟାଣ୍ଡସେଟ୍ କିମ୍ବା ଟେଲିଫୋନ୍ (ଲ୍ୟାଣ୍ଡଲାଇନ୍) ଅଛି କି?
55,House Hold Information,430,Is there a sewing machine?,R,2,Is there a sewing machine? - ଗୃହରେ ଏକ ସିଲେଇ ମେସିନ୍ ଅଛି କି?
55,House Hold Information,431,Is there an almeerah  or dressing table?,R,2,Is there an almeerah  or dressing table? - ଆଲମୀରା/ ଡ୍ରେସିଂ ଟେବୁଲ୍ ଅଛି କି?
55,House Hold Information,432,"Is there a bicycle, motorcycle/scooter, or motor car/jeep?",S,2,"Is there a bicycle, motorcycle/scooter, or motor car/jeep? - ଏକ ବାଇସାଇକେଲ୍, ମୋଟର ସାଇକେଲ/ ସ୍କୁଟର କିମ୍ବା ମୋଟର କାର/ ଜିପ୍ ଅଛି କି?"
55,House Hold Information,433,Whether the HH is headed by a single parent,S,2,Whether the HH is headed by a single parent - ପରିବାରର ମୁଖ୍ୟ ଯଦି ଏକାକୀ ପିତାମାତା
55,House Hold Information,434,Whether the HH is headed by grand parents,S,2,Whether the HH is headed by grand parents - ପରିବାରର ମୁଖ୍ୟ ଯଦି ବୃଦ୍ଧ ପିତାମାତା
55,House Hold Information,435,Whether headed by children (18 years and below),S,2,Whether headed by children (18 years and below) - ପରିବାରର ମୁଖ୍ୟ ଯଦି ଶିଶୁମାନେ( ୧୮ ବର୍ଷ ଏବଂ ତାହାଠାରୁ କମ୍ ବୟସର)
55,House Hold Information,436,Whether both mother and father work to earn a livelihood,S,2,Whether both mother and father work to earn a livelihood - ବଂଚିବା ପାଇଁ ଉଭୟ ପିତା ଓ ମାତା କାମ କରୁଥିଲେ
55,House Hold Information,437,Whether the primary bread-earner of the HH is terminally/seriously ill,S,2,Whether the primary bread-earner of the HH is terminally/seriously ill - ପରିବାରର ମୁଖ୍ୟ ଉପାର୍ଜନକ୍ଷମ ବ୍ୟକ୍ତି ସାମୟିକ /ଗୁରୁତର ଭାବେ ଅସୁସ୍ଥ ଅଛନ୍ତି କି?
55,House Hold Information,438,Residential Status,S,2,Residential Status - ବାସଗୃହର ସ୍ଥିତି
55,House Hold Information,439,Month of in migration or out migration,S,2,Month of in migration or out migration - ଦେଶାନ୍ତର ହୋଇ ଆସିବା କିମ୍ବା ଦେଶାନ୍ତର ହୋଇ ବାହାରକୁ ଯିବାର ମାସ
55,House Hold Information,440,Whether Household migrates every year,S,2,Whether Household migrates every year - ପରିବାର ପ୍ରତିବର୍ଷ ଦେଶାନ୍ତର ହେଉଥିଲେ
55,House Hold Information,441,Duration of migration,S,2,Duration of migration -  ଦେଶାନ୍ତରର ସମୟ ସୀମା
55,House Hold Information,442,Whether one adult member of the Household has permanently migrated,S,2,Whether one adult member of the Household has permanently migrated - ପରିବାରର ଜଣେ ବୟସ୍କ ସଦସ୍ୟ ଯଦି ସ୍ଥାୟୀ ଭାବେ ଦେଶାନ୍ତର ହୋଇଥାନ୍ତି
55,House Hold Information,443,Source of drinking water,S,2,Source of drinking water - ପାନୀୟ ଜଳର ଉତ୍ସ
55,House Hold Information,444,Enter other type of source of drinking water,T,2,"Enter other type of source of drinking water - ଯଦି ଅନ୍ୟ କିଛ ପାନୀୟ ଜଳର ଉସି, ଉଲ୍ଲେଖ କରନ୍ତୁ"
55,House Hold Information,445,Access to toilet,S,2,Access to toilet - ଶୌଚାଳୟ ବ୍ୟବହାର କରନ୍ତି କି?
55,House Hold Information,446,Enter other type of toilet,T,2,"Enter other type of toilet - ଯଦି ଅନ୍ୟ କିଛ ଶୌଚାଳୟ ବ୍ୟବହାର କରନ୍ତି, ଉଲ୍ଲେଖ କରନ୍ତୁ"
55,House Hold Information,447,Is any child missing?,R,2,Is any child missing? - କୌଣସି ଶିଶୁ ହଜିଯାଇଛି କି?
55,House Hold Information,448,"If Yes, how many boys are missing",T,2,"If Yes, how many boys are missing - ଯଦି ହଁ, କେତେ ଜଣ ବାଳକ"
55,House Hold Information,449,"If Yes, how many girls are missing",T,2,"If Yes, how many girls are missing - ଯଦି ହଁ, କେତେ ଜଣ ବାଳିକା"
57,Pregnant Women,454,Name of the Husband,T,2,Name of the Husband -  ସ୍ୱାମୀଙ୍କ ନାମ
57,Pregnant Women,455,Age of the Husband,T,2,Age of the Husband - ସ୍ୱାମୀଙ୍କ ବୟସ
57,Pregnant Women,456,Highest Class passed Husband,S,2,Highest Class passed Husband - ସ୍ୱାମୀଙ୍କ ସର୍ବୋଚ୍ଚ ଶିକ୍ଷାଗତ ଯୋଗ୍ୟତା
57,Pregnant Women,457,Occupation of Husband,S,2,Occupation of Husband - ସ୍ୱାମୀଙ୍କ ପେଷା
57,Pregnant Women,458,Age of mother,T,2,Age of mother - ମାଆର ବୟସ
57,Pregnant Women,459,Highest class passed - Mother,S,2,Highest class passed - Mother - ମାଆଙ୍କର ସର୍ବୋଚ୍ଚ ଶିକ୍ଷାଗତ ଯୋଗ୍ୟତା
57,Pregnant Women,460,Occupation of the mother,S,2,Occupation of the mother - ମାଆଙ୍କ ପେଷା
57,Pregnant Women,461,Residential Status,S,2,Residential Status - ବାସଗୃହର ସ୍ଥିତି
57,Pregnant Women,462,Month of in migration or out migration,S,2,Month of in migration or out migration - ଦେଶାନ୍ତର ହୋଇଥିବା କିମ୍ବା ଦେଶାନ୍ତର ହୋଇ ଆସିଥିବା ମାସ
57,Pregnant Women,463,MCP/MCH Card made?,R,2,MCP/MCH Card made? - ଯଦି ମା ଓ ଶିଶୁ ସୁରକ୍ଷା/ ମା ଓ ଶିଶୁ ସ୍ୱାସ୍ଥ୍ୟ କାର୍ଡ଼ ଥ୍ଧଶ
57,Pregnant Women,464,Date of issue of MCP/MCH card,D,2,Date of issue of MCP/MCH card - ମା ଓ ଶିଶୁ ସୁରକ୍ଷା/ ମା ଓ ଶିଶୁ ସ୍ୱାସ୍ଥ୍ୟ କାର୍ଡ ଦିଆଯାଇଥିବା ତାରଖ
57,Pregnant Women,465,MCP/MCH card available,S,2,MCP/MCH card available - ମା ଓ ଶିଶୁ ସୁରକ୍ଷା/ ମା ଓ ଶିଶୁ ସ୍ୱାସ୍ଥ୍ୟ କାର୍ଡ ଅଛି କି?
57,Pregnant Women,466,"Reasons, if not available",S,2,"Reasons, if not available - ଯଦି ନାହିଁ କାରଣ ଲେଖନ୍ତୁ"
57,Pregnant Women,467,Date of ANC registration,D,2,Date of ANC registration - ପ୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନର ପଂଜୀକରଣ ତାରିଖ
57,Pregnant Women,468,Last Menstrual Period,D,2,Last Menstrual Period - ମାସିକ ଧର୍ମର ଶେଷ ତାରିଖ
57,Pregnant Women,469,Whether registered in 3 months of preganancy,R,2,Whether registered in 3 months of preganancy - ଗର୍ଭାବସ୍ଥା ର ପ୍ରଥମ ତିନି ମାସରେ ପଞ୍ଜୀକରଣ କରିଛନ୍ତି କି
57,Pregnant Women,470,Health center Name,T,2,Health center ID - ସ୍ୱାସ୍ଥ୍ୟ କେନ୍ଦ୍ରର ପରିଚୟ ସଂଖ୍ୟା
57,Pregnant Women,471,"If no,Reason for not registering in 3 months",S,2,"If no,Reason for not registering in 3 months - ଯଦି ନୁହେଁ, ତିନି ମାସ ମଧ୍ୟରେ ପଞ୍ଜୀକରଣ ନକରିବାର କାରଣ ଲେଖନ୍ତୁ"
57,Pregnant Women,472,"Others,Specify",T,2,"Others,Specify - ଯଦି ଅନ୍ୟ କିଛି ଉଲ୍ଲେଖ କରନ୍ତୁ"
57,Pregnant Women,473,No of Previous Pregnancies,T,2,No of Previous Pregnancies - ପୂର୍ବ ଗର୍ଭ ସଂଖ୍ୟା ଲେଖନ୍ତୁ
57,Pregnant Women,474,No of live births,T,2,No of live births - ଜନ୍ମିତ ଜୀବନ୍ତ ଶିଶୁଙ୍କ ସଂଖ୍ୟା
57,Pregnant Women,475,Total Numbers of Months the termination of last pregnancy/Delivery,T,2,Last Pregnancy before - ପୂର୍ବର ଶେଷ ଗର୍ଭଧାରଣ
57,Pregnant Women,476,TT1 (Tetanus Toxoid) actual date,D,2,TT1 (Tetanus Toxoid) actual date - ଟିଟି୧ର ପ୍ରକୃତ ତାରିଖ
57,Pregnant Women,477,TT2 Actual date,D,2,TT2 Actual date - ଟିଟି୨ର ପ୍ରକୃତ ତାରିଖ
57,Pregnant Women,478,TT Booster Actual Date,D,2,TT Booster Actual Date - ଟିଟି ବୁଷ୍ଟରର ପ୍ରକୃତ ତାରିଖ
57,Pregnant Women,479,1st ANC,S,2,1st ANC  - ପ୍ରଥମ ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ
57,Pregnant Women,480,1st ANC Date,D,2,1st ANC Date - ପ୍ରଥମ ପ୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ ତାରିଖ
57,Pregnant Women,481,1st ANC weight,T,2,1st ANC weight - ପ୍ରଥମ ପ୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ ସମୟରେ ଓଜନ
57,Pregnant Women,484,1st ANC BP,T,2,1st ANC BP - ପ୍ରଥମ ପ୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ ସମୟରେ ରକ୍ତଚାପ
57,Pregnant Women,485,1st ANC HB,T,2,1st ANC HB - ପ୍ରଥମ ପ୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ ସମୟରେ ହିମୋଗ୍ଲୋବିନ୍
57,Pregnant Women,486,1st ANC Urine Albumin,R,2,1st ANC Urine Albumin - ପ୍ରଥମ ପ୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ ସମୟରେ ମୂତ୍ରରେ ଆଲବୁମିନ୍
57,Pregnant Women,487,1st ANC Urine Sugar,R,2,1st ANC Urine Sugar - ପ୍ରଥମ ପ୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ ସମୟରେ ମୂତ୍ରରେ ଶର୍କରା
57,Pregnant Women,488,1st ANC IFA Tablets received,T,2,1st ANC IFA Tablets received - ପ୍ରଥମ ପ୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ- ଆଇଏଫ୍ଏ ଟାବଲେଟ୍ ଗ୍ରହଣ କରିଛନ୍ତି
57,Pregnant Women,489,1st ANC IFA tablets consumed,T,2,1st ANC IFA tablets consumed - ପ୍ରଥମ ପ୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ- ଆଇଏଫ୍ଏ ଟାବଲେଟ୍ ବ୍ୟବହାର କରିଛନ୍ତି
57,Pregnant Women,490,1st ANC Abdominal examination,R,2,1st ANC Abdominal examination - ପ୍ରଥମ ପ୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ- ପେଟର ପରୀକ୍ଷା
57,Pregnant Women,491,1st ANC Identified as High Risk,S,2,1st ANC Identified as High Risk - ପ୍ରଥମ ପ୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ- ଅଧିକ ବିପଦର ଆଶଙ୍କା ଚିହ୍ନଟ
57,Pregnant Women,492,1st ANC High Risk Referred,R,2,1st ANC High Risk Referred - ପ୍ରଥମ ପ୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ- ଅଧିକ ବିପଦର ଆଶଙ୍କା ଯୋଗୁଁ ପଠାଇ ଦିଆଯାଇଛି କି
57,Pregnant Women,493,1st ANC supplementary nutrition available,S,2,1st ANC supplementary nutrition available - ପ୍ରଥମ ପ୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ- ଅତିରିକ୍ତ ପୁଷ୍ଟି ଦିଆଯାଇଛି କି
57,Pregnant Women,494,MCP/MCH card updated 1st trimester,S,2,MCP/MCH card updated 1st trimester - ମାଆ ଓ ଶିଶୁ ସୁରକ୍ଷା କାର୍ଡ଼ର୍/ ମାଆ ଓ ଶିଶୁ ସ୍ୱାସ୍ଥ୍ୟ କାର୍ଡ଼ ଅପଡେଟ୍ ହୋଇଛି- ପ୍ରଥମ ଥର ପାଇଁ
57,Pregnant Women,495,2nd ANC,S,2,2nd ANC - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ
57,Pregnant Women,496,2nd ANC Date,D,2,2nd ANC Date - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ ତାରିଖ
57,Pregnant Women,497,2nd ANC Weight,T,2,2nd ANC Weight - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ ସମୟରେ ଓଜନ
57,Pregnant Women,498,2nd ANC BP,T,2,2nd ANC BP - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ  ଯତ୍ନ ସମୟରେ ରକ୍ତଚାପ
57,Pregnant Women,499,2nd ANC HB,T,2,2nd ANC HB - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ ସମୟରେ ହିମୋଗ୍ଲୋବିନ
57,Pregnant Women,500,2nd ANC Urine Albumin,S,2,2nd ANC Urine Albumin - 0
57,Pregnant Women,501,2nd ANC Urine sugar,S,2,2nd ANC Urine sugar - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ  ଯତ୍ନ ସମୟରେ ମୂତ୍ରରେ ଶର୍କରା
57,Pregnant Women,502,2nd ANC IFA Tablets received,T,2,2nd ANC IFA Tablets received - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ  ଯତ୍ନ- ଆଇଏଫ୍ଏ ଟାବଲେଟ୍ ଗ୍ରହଣ କରିଛନ୍ତି
57,Pregnant Women,503,2nd ANC IFA tablets consumed,T,2,2nd ANC IFA tablets consumed - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ- ଆଇଏଫ୍ଏ ଟାବଲେଟ୍ ବ୍ୟବହାର କରିଛନ୍ତି
57,Pregnant Women,504,2nd ANC abdominal Examination,S,2,2nd ANC abdominal Examination - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ- ପେଟର ପରୀକ୍ଷା
57,Pregnant Women,505,2nd ANC - Identified as High Risk,R,2,2nd ANC - Identified as High Risk - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ  ଯତ୍ନ- ଅଧିକ ବିପଦର ଆଶଙ୍କା ଯୋଗୁଁ ପଠାଇ ଦିଆଯାଇଛି
57,Pregnant Women,506,2nd ANC - High Risk Referred,S,2,2nd ANC - High Risk Referred - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ- ଅତିରିକ୍ତ ପୁଷ୍ଟି ଦିଆଯାଇଛି
57,Pregnant Women,507,2nd ANC - Supplementary Nutrition Available,S,2,2nd ANC - Supplementary Nutrition Available - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ- ଅତିରିକ୍ତ ପୁଷ୍ଟି ଦିଆଯାଇଛି
57,Pregnant Women,508,MCP/ MCH Card updated - 2nd Trimester,R,2,MCP/ MCH Card updated - 2nd Trimester - ମାଆ ଓ ଶିଶୁ ସୁରକ୍ଷା କାର୍ଡ଼ର୍/ ମାଆ ଓ ଶିଶୁ ସ୍ୱାସ୍ଥ୍ୟ କାର୍ଡ଼ ଅପଡେଟ୍ ହୋଇଛି- ଦ୍ୱିତୀୟ ଥର ପାଇଁ
57,Pregnant Women,509,3rd ANC,S,2,3rd ANC - ତୃତୀୟ ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ
57,Pregnant Women,510,3rd ANC date,D,2,3rd ANC date - ତୃତୀୟ ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ ତାରିଖ
57,Pregnant Women,511,3rd ANC Weight,T,2,3rd ANC Weight - ତୃତୀୟ  ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ ସମୟରେ ଓଜନ
57,Pregnant Women,512,3rd ANC BP,T,2,3rd ANC BP - ତୃତୀୟ  ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ  ଯତ୍ନ ସମୟରେ ରକ୍ତଚାପ
57,Pregnant Women,513,3rd ANC Hb,T,2,3rd ANC Hb - ତୃତୀୟ ୟ ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ ସମୟରେ ହିମୋଗ୍ଲୋବିନ୍
57,Pregnant Women,514,3rd ANC Urine Albumin,S,2,3rd ANC Urine Albumin - ତୃତୀୟ  ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ ସମୟରେ ମୂତ୍ରରେ ଆଲବୁମିନ୍
57,Pregnant Women,515,3rd ANC Urine Sugar,R,2,3rd ANC Urine Sugar - ତୃତୀୟ  ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ  ଯତ୍ନ ସମୟରେ ମୂତ୍ରରେ ଶର୍କରା
57,Pregnant Women,516,3rd ANC - IFA tablets received,T,2,3rd ANC - IFA tablets received - ତୃତୀୟ  ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ  ଯତ୍ନ- ଆଇଏଫ୍ଏ ଟାବଲେଟ୍ ଗ୍ରହଣ କରିଛନ୍ତି
57,Pregnant Women,517,3rd ANC - IFA tablets consumed,T,2,3rd ANC - IFA tablets consumed - ତୃତୀୟ  ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ- ଆଇଏଫ୍ଏ ଟାବଲେଟ୍ ବ୍ୟବହାର କରିଛନ୍ତି
57,Pregnant Women,518,3rd ANC-Abdominal Examination,S,2,3rd ANC-Abdominal Examination - ତୃତୀୟ  ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ- ପେଟର ପରୀକ୍ଷା
57,Pregnant Women,519,3rd ANC - Identified as High Risk,S,2,3rd ANC - Identified as High Risk - ତୃତୀୟ  ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ- ଅତିରିକ୍ତ ପୁଷ୍ଟି ଦିଆଯାଇଛି
57,Pregnant Women,520,3rd ANC - High Risk Referred,S,2,3rd ANC - High Risk Referred - ତୃତୀୟ  ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ ଯତ୍ନ- ଅତିରିକ୍ତ ପୁଷ୍ଟି ଦିଆଯାଇଛି
57,Pregnant Women,521,3rd ANC - Supplementary Nutrition Available,S,2,3rd ANC - Supplementary Nutrition Available - ତୃତୀୟ  ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ- ଅତିରିକ୍ତ ପୁଷ୍ଟି ଦିଆଯାଇଛି
57,Pregnant Women,522,MCP/ MCH Card updated - 3rd Trimester,S,2,MCP/ MCH Card updated - 3rd Trimester - ମାଆ ଓ ଶିଶୁ ସୁରକ୍ଷା କାର୍ଡ଼ର୍/ ମାଆ ଓ ଶିଶୁ ସ୍ୱାସ୍ଥ୍ୟ କାର୍ଡ଼ ଅପଡେଟ୍ ହୋଇଛି-ତୃତୀୟ ଥର ପାଇଁ
57,Pregnant Women,523,4th ANC,S,2,4th ANC - ଚତୁର୍ଥ ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ
57,Pregnant Women,524,4th ANC Date,D,2,4th ANC Date - ଚତୁର୍ଥ  ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ ତାରିଖ
57,Pregnant Women,525,4th ANC Weight,T,2,4th ANC Weight - ଚତୁର୍ଥ   ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ ସମୟରେ ଓଜନ
57,Pregnant Women,526,4th ANC BP,T,2,4th ANC BP - ଚତୁର୍ଥ   ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ  ଯତ୍ନ ସମୟରେ ରକ୍ତଚାପ
57,Pregnant Women,527,4th ANC HB,T,2,4th ANC HB - ଚତୁର୍ଥ   ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ ସମୟରେ ହିମୋଗ୍ଲୋବିନ
57,Pregnant Women,528,4th ANC Urine Albumin,S,2,4th ANC Urine Albumin - ଚତୁର୍ଥ   ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ ସମୟରେ ମୂତ୍ରରେ ଆଲବୁମିନ୍
57,Pregnant Women,529,4th ANC Urine Sugar,S,2,4th ANC Urine Sugar - ଚତୁର୍ଥ   ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ  ଯତ୍ନ ସମୟରେ ମୂତ୍ରରେ ଶର୍କରା
57,Pregnant Women,530,4th ANC - IFA tablets received,T,2,4th ANC - IFA tablets received - ଚତୁର୍ଥ   ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ  ଯତ୍ନ- ଆଇଏଫ୍ଏ ଟାବଲେଟ୍ ଗ୍ରହଣ କରିଛନ୍ତି
57,Pregnant Women,531,4th ANC - IFA tablets consumed,T,2,4th ANC - IFA tablets consumed - ଚତୁର୍ଥ   ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ- ଆଇଏଫ୍ଏ ଟାବଲେଟ୍ ବ୍ୟବହାର କରିଛନ୍ତି
57,Pregnant Women,532,4th ANC-Abdominal Examination,S,2,4th ANC-Abdominal Examination - ଚତୁର୍ଥ   ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ- ପେଟର ପରୀକ୍ଷା
57,Pregnant Women,533,4th ANC - Identified as High Risk,S,2,4th ANC - Identified as High Risk - ଚତୁର୍ଥ   ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ ଯତ୍ନ- ଅତିରିକ୍ତ ପୁଷ୍ଟି ଦିଆଯାଇଛ
57,Pregnant Women,534,4th ANC - High Risk Referred,S,2,4th ANC - High Risk Referred - ଚତୁର୍ଥ   ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ- ଅତିରିକ୍ତ ପୁଷ୍ଟି ଦିଆଯାଇଛି
57,Pregnant Women,535,4th ANC - Supplementary Nutrition Available,S,2,4th ANC - Supplementary Nutrition Available - ଚତୁର୍ଥ   ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ- ଅତିରିକ୍ତ ପୁଷ୍ଟି ଦିଆଯାଇଛି
57,Pregnant Women,536,Miscarriage or Abortion,S,2,Miscarriage or Abortion - ଭ୍ରୁଣ ନଷ୍ଟ/ ଗର୍ଭପାତ
57,Pregnant Women,537,Status of Birth,R,2,Status of Birth - ଶିଶୁ ଜନ୍ମର ସ୍ଥିତି
57,Pregnant Women,538,Time of birth(Month),T,2,Time of birth - ଜନ୍ମ ସମୟ
57,Pregnant Women,539,Place of Delivery,S,2,Place of Delivery - ପ୍ରସବର ସ୍ଥାନ
57,Pregnant Women,540,Type of delivery,S,2,Type of delivery - ପ୍ରସବର ପ୍ରକାର
57,Pregnant Women,541,Received free transportation from Government,S,2,Received free transportation from Government - ସରକାରଙ୍କ ପକ୍ଷରୁ ମାଗଣା ଯାତାୟତ ସୁବିଧା ପାଇଛନ୍ତ
57,Pregnant Women,542,Received financial assistance from Government,S,2,Received financial assistance from Government - ସରକାରଙ୍କଠାରୁ ଆର୍ଥକ ସହାୟତା ପାଇଛନ୍ତି
57,Pregnant Women,543,Amount Received,T,2,Amount Received - ପାଇଥିବା ଅର୍ଥର ପରିମାଣ
57,Pregnant Women,544,Home delivery assisted by,S,2,Home delivery assisted by - ଗୃହରେ ପ୍ରସବ ହୋଇଥିଲେ ସହାୟତା କରିଥିବା ବ୍ୟକ୍ତି
57,Pregnant Women,545,"If other, specify",T,2,"If other, specify - ଯଦି ଅନ୍ୟ କିଛି ଉଲ୍ଲେଖ କରନ୍ତୁ"
57,Pregnant Women,546,Time of miscarriage/abortion(In weeks),T,2,Time of miscarriage/abortion(In weeks) - ଭ୍ରୁଣ ନଷ୍ଟ/ ଗର୍ଭପାତର ସମୟ
57,Pregnant Women,547,Other information,T,2,Other information - ଯଦି ଅନ୍ୟ କିଛି ଉଲ୍ଲେଖ କରନ୍ତୁ
60,Lactating Mothers,557,Name of the Husband,T,2,Name of the Husband -  ସ୍ୱାମୀଙ୍କ ନାମ
60,Lactating Mothers,558,Age of Husband,T,2,Age of Husband - ସ୍ୱାମୀଙ୍କ ବୟସ
60,Lactating Mothers,559,Highest class husband passed,S,2,Highest class husband passed - ସ୍ୱାମୀଙ୍କ ସର୍ବୋଚ୍ଚ ଶିକ୍ଷାଗତଯୋଗ୍ୟତା
60,Lactating Mothers,560,Occupation of the Husband,S,2,Occupation of the Husband - ସ୍ୱାମୀଙ୍କ ପେଷା
60,Lactating Mothers,561,Highest class passed - mother,S,2,Highest class passed - mother - ମାଆଙ୍କର ସର୍ବୋଚ୍ଚ ଶିକ୍ଷାଗତ ଯୋଗ୍ୟତା
60,Lactating Mothers,562,Residential Status,S,2,Residential Status - ବାସଗୃହର ସ୍ଥିତି
60,Lactating Mothers,563,Month of in migration or out migration,S,2,Month of in migration or out migration - ଦେଶାନ୍ତର ହୋଇଥିବା କିମ୍ବା ଦେଶାନ୍ତର ହୋଇ ଆସିଥିବା ମାସ
60,Lactating Mothers,567,Received post natal care within 24 hours,S,2,Received post natal care within 24 hours - ପ୍ରସବ ପରବର୍ତୀ ଯତ୍ନ ୨୪ ଘଂଟା ମଧ୍ୟରେ ମିଳିଛି
60,Lactating Mothers,568,Colostrum feeding,S,2,Colostrum feeding - କଷ କ୍ଷୀର ଖୁଆଇବା
60,Lactating Mothers,569,2nd visit by ANM/ AWW/ASHA,S,2,2nd visit by ANM/ AWW/ASHA - ଏଏନ୍ଏମ୍/ ଅଙ୍ଗନୱାଡ଼ି କର୍ମୀ/ ଆଶା  ଜନ୍ମ ପରବର୍ତୀ ଯତ୍ନ ସମୟରେ ଦ୍ୱିତୀୟ ବାର ପରିଦର୍ଶନ କରିଛନ୍ତି
60,Lactating Mothers,570,3rd visit by ANM/ AWW/ASHA,S,2,3rd visit by ANM/ AWW/ASHA - ଏଏନ୍ଏମ୍/ ଅଙ୍ଗନୱାଡ଼ି କର୍ମୀର୍/ ଆଶା ଜନ୍ମ ପରବର୍ତୀ ଯତ୍ନ ସମୟରେ ତୃତୀୟ ବାର ପରିଦର୍ଶନ କରିଛନ୍ତି
